日期,契約名稱,身份別,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額交易口數,多空淨額契約金額,多方未平倉口數,多方未平倉契約金額,空方未平倉口數,空方未平倉契約金額,多空淨額未平倉口數,多空淨額未平倉契約金額
2023/04/10,MTX,外資,45085,35761117,48989,38845240,-3904,-3084123,6039,4785629,5367,4253056,672,532573
2023/04/10,NQF,自營商,3,1977,70,46054,-67,-44077,15,9859,691,454160,-676,-444301
2023/04/10,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/11,TX,外資,50529,160434718,49753,157927226,776,2507491,31775,101190554,20059,63875249,11716,37315305
2023/04/11,TX,自營商,9219,29252444,11161,35426799,-1942,-6174355,13543,43077155,6725,21372283,6818,21704872
2023/04/11,TX,投信,496,1579706,805,2563514,-309,-983807,9688,30854342,15872,50549146,-6184,-19694804
2023/04/11,TE,自營商,281,843238,223,669037,58,174201,724,2177996,263,791209,461,1386787
2023/04/10,NQF,外資,152,100063,228,150296,-76,-50233,10,6637,476,312851,-466,-306214
2023/04/11,TE,外資,716,2148844,743,2229961,-27,-81117,661,1988552,358,1077007,303,911545
2023/04/11,MTX,自營商,14589,11556137,13629,10792150,960,763986,10669,8459257,4996,3958506,5673,4500751
2023/04/11,TE,投信,1,3013,0,0,1,3013,143,430201,0,0,143,430201
2023/04/11,MTX,投信,1,796,1,796,0,0,100,79620,6,4777,94,74843
2023/04/11,MTX,外資,85730,67996547,76864,60938414,8866,7058133,12736,10139681,3182,2532813,9554,7606868
2023/04/11,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/12,TX,自營商,7780,24763471,5993,19074768,1787,5688703,14295,45476116,5681,18048722,8614,27427394
2023/04/11,NQF,自營商,22,14452,6,3941,16,10511,15,9884,675,444758,-660,-434874
2023/04/11,NQF,外資,1257,822674,1244,813298,13,9376,16,10564,469,309024,-453,-298460
2023/04/12,TX,外資,35463,112938919,36753,117033065,-1290,-4094145,30096,95848830,19670,62639120,10426,33209710
2023/04/12,TX,投信,25,79631,473,1506441,-448,-1426810,9248,29454880,15880,50577800,-6632,-21122920
2023/04/12,TE,自營商,181,542714,248,744396,-67,-201682,698,2094480,308,924266,390,1170214
2023/04/12,TE,外資,626,1878207,559,1676838,67,201368,668,2004638,298,894298,370,1110340
2023/04/12,MTX,投信,0,0,0,0,0,0,100,79625,6,4778,94,74847
2023/04/12,MTX,外資,53328,42456134,59519,47377599,-6191,-4921465,7136,5681413,3607,2871311,3529,2810102
2023/04/12,NQF,自營商,43,28218,64,41908,-21,-13690,12,7860,693,453915,-681,-446055
2023/04/12,TE,投信,3,8975,0,0,3,8975,143,429143,0,0,143,429143
2023/04/13,TX,投信,186,588389,768,2429512,-582,-1841123,8967,28364414,16181,51183183,-7214,-22818769
2023/04/13,TX,自營商,9804,31132860,9481,30099394,323,1033466,14540,45946042,5635,17778314,8905,28167728
2023/04/12,NQF,外資,1044,685528,1395,916164,-351,-230637,0,0,804,527026,-804,-527026
2023/04/12,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/13,TE,外資,731,2179176,808,2408939,-77,-229762,670,1985421,377,1117180,293,868241
2023/04/13,TX,外資,59617,189463423,59541,189217317,76,246106,30553,96635059,20051,63414642,10502,33220417
2023/04/13,TE,自營商,321,956857,267,796597,54,160259,780,2311236,346,1025253,434,1285983
2023/04/13,TE,投信,0,0,0,0,0,0,143,423766,0,0,143,423766
2023/04/12,MTX,自營商,8958,7124099,8402,6674749,556,449350,12052,9563764,6014,4767169,6038,4796595
2023/04/13,MTX,自營商,13875,11008065,14831,11755977,-956,-747912,11853,9346557,6643,5228728,5210,4117829
2023/04/13,MTX,投信,0,0,2,1581,-2,-1581,100,79080,8,6326,92,72754
2023/04/13,NQF,外資,2065,1353211,2400,1570827,-335,-217616,1,649,1140,740628,-1139,-739979
2023/04/13,MTX,外資,92914,73849791,102906,81777632,-9992,-7927841,3264,2580041,9727,7689970,-6463,-5109929
2023/04/13,NQF,自營商,79,51613,56,36522,23,15091,29,18830,687,446069,-658,-427239
2023/04/14,TX,自營商,8775,27901246,10613,33751730,-1838,-5850484,13553,43177226,6478,20612188,7075,22565038
2023/04/13,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/14,TX,投信,448,1428321,95,302262,353,1126059,8997,28696784,15858,50579788,-6861,-21883004
2023/04/14,TX,外資,59961,190594648,56280,178938000,3681,11656648,37144,118447219,22961,73222726,14183,45224493
2023/04/14,TE,投信,0,0,0,0,0,0,143,427942,0,0,143,427942
2023/04/14,TE,外資,887,2649296,892,2665268,-5,-15971,635,1899767,347,1038384,288,861383
2023/04/14,MTX,外資,93801,74496512,74964,59523815,18837,14972698,15737,12546831,3363,2680272,12374,9866559
2023/04/14,MTX,投信,8,6378,11,8755,-3,-2377,100,79740,11,8757,89,70983
2023/04/14,TE,自營商,350,1045003,280,835082,70,209921,775,2318939,268,801741,507,1517198
2023/04/14,MTX,自營商,17679,14024611,15455,12273955,2224,1750656,11870,9427661,4468,3546510,7402,5881151
2023/04/14,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/14,NQF,自營商,36,23660,21,13843,15,9817,19,12540,662,436920,-643,-424380
2023/04/17,TX,自營商,17578,55952252,15447,49172635,2131,6779617,15372,49049807,5789,18440660,9583,30609147
2023/04/17,TX,外資,70632,224892110,73578,234271407,-2946,-9379297,35961,114791967,24724,78935609,11237,35856358
2023/04/17,TX,投信,13014,41441248,13560,43164066,-546,-1722818,8457,26993594,15864,50632240,-7407,-23638646
2023/04/17,TE,自營商,520,1551310,490,1463109,30,88200,870,2604777,336,1006574,534,1598203
2023/04/14,NQF,外資,1511,990364,893,585795,618,404568,0,0,521,344250,-521,-344250
2023/04/17,TE,外資,635,1894728,638,1904237,-3,-9510,623,1865311,339,1015319,284,849992
2023/04/17,TE,投信,1,2989,1,2995,0,-7,143,428507,0,0,143,428507
2023/04/17,MTX,自營商,15866,12616716,16193,12873661,-327,-256945,11840,9422403,6273,4991622,5567,4430781
2023/04/17,MTX,外資,68710,54704178,78010,62096868,-9300,-7392690,7408,5913440,4334,3459267,3074,2454173
2023/04/17,MTX,投信,33,26294,35,27922,-2,-1628,101,80614,14,11164,87,69450
2023/04/17,NQF,外資,1995,1314183,2248,1479738,-253,-165555,0,0,774,511516,-774,-511516
2023/04/17,NQF,自營商,52,34219,124,81494,-72,-47275,9,5944,724,478166,-715,-472222
2023/04/17,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/18,TX,自營商,16528,52570874,17862,56811177,-1334,-4240303,14820,47047033,6557,20784251,8263,26262782
2023/04/18,TX,投信,10986,34949794,11169,35516385,-183,-566590,8426,26747684,16016,50841513,-7590,-24093829
2023/04/18,TE,自營商,597,1780564,641,1912049,-44,-131485,710,2115192,343,1022278,367,1092914
2023/04/18,TX,外資,77610,247033028,79354,252614454,-1744,-5581426,34973,111042937,25483,80934669,9490,30108268
2023/04/18,TE,外資,1141,3403923,1113,3322035,28,81888,696,2073745,389,1159744,307,914001
2023/04/18,MTX,自營商,12540,9966804,14728,11700375,-2188,-1733572,11503,9109300,8180,6478834,3323,2630466
2023/04/18,MTX,投信,59,46821,59,46872,0,-51,101,80162,14,11110,87,69052
2023/04/18,TE,投信,79,235202,79,235644,0,-442,143,426115,0,0,143,426115
2023/04/18,MTX,外資,72311,57563537,80442,64029235,-8131,-6465697,4469,3549311,9514,7556454,-5045,-4007143
2023/04/18,NQF,外資,1150,757434,1277,840377,-127,-82943,8,5272,909,599387,-901,-594115
2023/04/19,TX,投信,367,1159760,339,1071838,28,87922,8652,27302251,16214,51164898,-7562,-23862647
2023/04/19,TX,外資,49803,157981061,52040,165033716,-2237,-7052655,29081,91763597,20373,64286801,8708,27476796
2023/04/19,TX,自營商,17599,55774606,17101,54201733,498,1572873,11775,37137118,5813,18306676,5962,18830442
2023/04/18,NQF,自營商,35,23028,26,17111,9,5917,10,6590,716,471808,-706,-465218
2023/04/18,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/19,TE,自營商,553,1642698,560,1663428,-7,-20730,510,1504789,220,649132,290,855657
2023/04/19,TE,投信,62,184409,63,187596,-1,-3187,142,418985,0,0,142,418985
2023/04/19,MTX,自營商,13897,11015052,15551,12320963,-1654,-1305911,8803,6923800,6350,4992134,2453,1931666
2023/04/19,MTX,投信,9,7140,9,7144,0,-3,101,79679,14,11045,87,68634
2023/04/19,TE,外資,979,2906372,1057,3138962,-78,-232589,672,1982803,190,560614,482,1422189
2023/04/19,NQF,自營商,96,63401,18,11870,78,51531,10,6582,638,419932,-628,-413350
2023/04/20,TX,自營商,7992,25136547,9092,28600544,-1100,-3463996,11469,36055540,6475,20326455,4994,15729085
2023/04/19,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/19,MTX,外資,69287,54977511,75957,60250262,-6670,-5272751,2112,1665915,8962,7069906,-6850,-5403991
2023/04/20,TX,投信,182,572717,311,978412,-129,-405696,8638,27176876,16329,51374300,-7691,-24197424
2023/04/20,TX,外資,55454,174562548,51462,161969628,3992,12592920,30643,96404674,17943,56449626,12700,39955048
2023/04/20,TE,自營商,191,563456,227,669194,-36,-105738,505,1490327,251,740707,254,749620
2023/04/19,NQF,外資,1927,1275792,1783,1179625,144,96166,9,5924,766,504502,-757,-498578
2023/04/20,TE,外資,989,2917072,987,2911885,2,5187,659,1944826,175,516460,484,1428366
2023/04/20,TE,投信,0,0,8,23608,-8,-23608,134,395461,0,0,134,395461
2023/04/20,MTX,自營商,10097,7936163,9856,7742124,241,194038,9243,7249981,7077,5546934,2166,1703047
2023/04/20,MTX,投信,28,22026,2,1573,26,20453,129,101465,16,12585,113,88880
2023/04/20,MTX,外資,91722,72179504,87048,68480995,4674,3698509,2789,2193035,4965,3904873,-2176,-1711838
2023/04/20,NQF,自營商,16,10550,65,42777,-49,-32227,7,4597,684,449149,-677,-444552
2023/04/20,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/20,NQF,外資,1432,942554,1256,825467,176,117087,5,3283,586,384919,-581,-381636
2023/04/21,TX,自營商,9510,29844784,8963,28124002,547,1720782,12070,37667443,6481,20190099,5589,17477344
2023/04/21,TX,外資,63607,199860930,62473,196239708,1134,3621222,32933,102838288,19099,59640186,13834,43198102
2023/04/21,TX,投信,75,234238,375,1171181,-300,-936943,8676,27093413,16667,52047708,-7991,-24954295
2023/04/21,TE,自營商,276,814064,358,1055164,-82,-241101,450,1315666,262,765904,188,549762
2023/04/21,TE,投信,0,0,0,0,0,0,134,391789,0,0,134,391789
2023/04/21,MTX,自營商,11850,9296526,11145,8729865,705,566661,10029,7812389,7350,5714036,2679,2098353
2023/04/21,TE,外資,1271,3743094,1204,3547068,67,196026,720,2105136,171,499970,549,1605166
2023/04/21,MTX,投信,0,0,1,787,-1,-787,128,99930,16,12491,112,87439
2023/04/21,MTX,外資,96196,75570891,103638,81380247,-7442,-5809356,1736,1355095,11354,8862901,-9618,-7507806
2023/04/21,NQF,自營商,103,67588,54,35314,49,32274,0,0,628,410995,-628,-410995
2023/04/21,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/24,TX,投信,109,340475,65,202996,44,137479,8725,27256900,16672,52083328,-7947,-24826428
2023/04/24,TX,自營商,7187,22421474,7819,24397897,-632,-1976423,12377,38633599,7305,22767063,5072,15866536
2023/04/24,TX,外資,49472,154453387,47627,148687585,1845,5765802,34800,108709873,19123,59735475,15677,48974398
2023/04/21,NQF,外資,1762,1156646,1723,1129237,39,27409,4,2648,546,357330,-542,-354682
2023/04/24,TE,投信,0,0,0,0,0,0,134,390583,0,0,134,390583
2023/04/24,TE,自營商,238,694121,226,658753,12,35369,487,1419471,283,824742,204,594729
2023/04/24,MTX,自營商,7356,5728394,7705,6005161,-349,-276768,11053,8611216,9183,7147924,1870,1463292
2023/04/24,TE,外資,895,2609199,831,2423251,64,185949,802,2337670,189,550897,613,1786773
2023/04/24,MTX,投信,0,0,0,0,0,0,128,99968,16,12496,112,87472
2023/04/24,MTX,外資,78005,60880678,72074,56239432,5931,4641246,2478,1934897,6157,4807308,-3679,-2872411
2023/04/24,NQF,自營商,0,0,47,30722,-47,-30722,0,0,675,440201,-675,-440201
2023/04/24,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/24,NQF,外資,1661,1085521,1553,1014871,108,70650,0,0,434,283163,-434,-283163
2023/04/25,TX,外資,53324,165513085,60224,186986204,-6900,-21473119,31925,98253554,25354,78026314,6571,20227240
2023/04/25,TX,投信,370,1138981,522,1606815,-152,-467834,9073,27924879,17172,52851982,-8099,-24927103
2023/04/25,TE,自營商,304,877327,266,769537,38,107789,501,1433748,273,781103,228,652645
2023/04/25,TX,自營商,12278,38077916,11425,35412921,853,2664995,12717,39108580,6801,20875155,5916,18233425
2023/04/25,TE,投信,0,0,28,80246,-28,-80246,106,303351,0,0,106,303351
2023/04/25,MTX,自營商,11648,9028103,11250,8700229,398,327874,10242,7866965,7938,6074060,2304,1792905
2023/04/25,TE,外資,1113,3210059,1101,3176514,12,33546,885,2532693,261,746930,624,1785763
2023/04/25,MTX,投信,2,1539,2,1539,0,0,130,100029,18,13850,112,86179
2023/04/25,MTX,外資,77421,60105093,94511,73380304,-17090,-13275211,1692,1301465,13637,10491736,-11945,-9190271
2023/04/25,NQF,自營商,106,69278,4,2610,102,66668,0,0,573,372622,-573,-372622
2023/04/25,NQF,外資,1662,1085669,1487,970271,175,115398,42,27585,301,195740,-259,-168155
2023/04/26,TX,投信,13,39979,55,169248,-42,-129269,9072,27898214,17213,52933418,-8141,-25035204
2023/04/25,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/26,TX,自營商,11054,33936578,11442,35140193,-388,-1203615,12491,38375222,6981,21410550,5510,16964672
2023/04/26,TE,自營商,248,706996,316,900257,-68,-193261,415,1182487,261,743525,154,438962
2023/04/26,TX,外資,56604,173874595,57580,176854646,-976,-2980051,32411,99665168,26846,82548582,5565,17116586
2023/04/26,TE,投信,0,0,0,0,0,0,106,302036,0,0,106,302036
2023/04/26,TE,外資,1183,3370148,1201,3421440,-18,-51292,866,2467580,260,740844,606,1726736
2023/04/26,MTX,外資,86551,66453498,82051,62987418,4500,3466080,3830,2943613,11308,8692487,-7478,-5748874
2023/04/26,MTX,自營商,11387,8732236,11604,8897910,-217,-165674,8841,6782187,6476,4944900,2365,1837287
2023/04/26,MTX,投信,0,0,33,25369,-33,-25369,97,74574,18,13838,79,60736
2023/04/26,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/26,NQF,自營商,24,15571,2,1284,22,14287,0,0,551,357682,-551,-357682
2023/04/26,NQF,外資,1207,781744,1208,781692,-1,52,20,13090,280,181762,-260,-168672
2023/04/27,TX,自營商,7707,23700794,7702,23691621,5,9173,12233,37697682,6718,20665991,5515,17031691
2023/04/27,TX,投信,159,490553,81,249470,78,241083,9227,28467140,17290,53343108,-8063,-24875968
2023/04/27,TE,自營商,356,1017556,322,919895,34,97661,426,1222372,233,668289,193,554083
2023/04/27,TX,外資,51689,159013599,48001,147642358,3688,11371241,32605,100581472,23352,72037775,9253,28543697
2023/04/27,MTX,投信,0,0,0,0,0,0,97,74816,18,13883,79,60933
2023/04/27,TE,投信,71,203639,1,2861,70,200778,176,505050,0,0,176,505050
2023/04/27,TE,外資,1212,3465094,1294,3700486,-82,-235392,772,2215331,248,711661,524,1503670
2023/04/27,MTX,自營商,9560,7342623,8308,6380543,1252,962080,10180,7831611,6563,5026422,3617,2805189
2023/04/27,MTX,外資,83172,63956241,78984,60716763,4188,3239478,5013,3866036,8303,6403225,-3290,-2537189
2023/04/27,NQF,自營商,0,0,23,14853,-23,-14853,0,0,574,372670,-574,-372670
2023/04/27,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/27,NQF,外資,1615,1046179,1423,920818,192,125361,25,16329,93,60380,-68,-44051
2023/04/28,TX,投信,585,1821558,135,420337,450,1401221,9239,28773942,16852,52483869,-7613,-23709927
2023/04/28,TX,自營商,7368,22862756,7637,23702485,-269,-839729,12261,38138617,7032,21838855,5229,16299762
2023/04/28,TX,外資,52310,162406568,50544,156899605,1766,5506962,34486,107389048,21733,67677581,12753,39711467
2023/04/28,TE,自營商,214,618262,181,522684,33,95579,406,1176672,181,524283,225,652389
2023/04/28,TE,投信,0,0,2,5796,-2,-5796,174,504322,0,0,174,504322
2023/04/28,TE,外資,928,2683417,992,2867422,-64,-184006,747,2165105,287,831841,460,1333264
2023/04/28,MTX,自營商,11344,8789992,9219,7144204,2125,1645788,10921,8480524,5111,3948056,5810,4532468
2023/04/28,MTX,投信,5,3888,5,3892,0,-5,97,75524,18,14015,79,61509
2023/04/28,MTX,外資,87884,68184001,80896,62750538,6988,5433463,2418,1881519,5656,4402993,-3238,-2521474
2023/04/28,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/04/28,NQF,自營商,64,41911,4,2643,60,39267,0,0,514,339934,-514,-339934
2023/04/28,NQF,外資,2042,1339488,1440,945702,602,393786,562,372297,28,18518,534,353779
2023/05/02,TX,自營商,10224,31870394,10463,32627971,-239,-757577,13239,41327272,8447,26334352,4792,14992920
2023/05/02,TX,投信,171,534758,95,297068,76,237690,9205,28784035,16742,52352234,-7537,-23568199
2023/05/02,TX,外資,51988,162306695,50624,158012596,1364,4294100,35080,109675016,20979,65571918,14101,44103098
2023/05/02,TE,投信,0,0,0,0,0,0,174,506514,0,0,174,506514
2023/05/02,TE,自營商,270,785680,185,537110,85,248570,506,1472946,198,575784,308,897162
2023/05/02,TE,外資,915,2662724,939,2733095,-24,-70370,766,2229826,330,960630,436,1269196
2023/05/02,MTX,自營商,9600,7475024,9610,7482227,-10,-7203,10733,8365386,4141,3207443,6592,5157943
2023/05/02,MTX,投信,3,2345,5,3909,-2,-1564,92,71921,15,11726,77,60195
2023/05/02,MTX,外資,76027,59330363,73851,57614990,2176,1715374,4768,3725568,5766,4506203,-998,-780635
2023/05/02,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/02,NQF,自營商,35,23248,1,660,34,22588,0,0,480,319488,-480,-319488
2023/05/03,TX,自營商,9336,29050024,8956,27852066,380,1197958,12636,39239168,7621,23618536,5015,15620632
2023/05/03,TE,自營商,157,454801,194,561634,-37,-106833,409,1183691,194,560794,215,622897
2023/05/02,NQF,外資,1225,811751,1290,854475,-65,-42724,493,328722,24,15974,469,312748
2023/05/03,TX,外資,45174,140610354,45585,141889067,-411,-1278713,34363,106840740,20673,64260778,13690,42579962
2023/05/03,TE,投信,0,0,0,0,0,0,174,503591,0,0,174,503591
2023/05/03,TX,投信,86,267470,269,836797,-183,-569327,9212,28647478,16932,52655134,-7720,-24007656
2023/05/03,TE,外資,770,2230255,747,2163642,23,66613,793,2295101,334,966663,459,1328438
2023/05/03,MTX,自營商,10062,7818511,9035,7009085,1027,809427,10735,8320332,2549,1951317,8186,6369015
2023/05/03,MTX,投信,0,0,6,4671,-6,-4671,88,68416,17,13217,71,55199
2023/05/03,MTX,外資,67830,52769749,73613,57269698,-5783,-4499950,3328,2586297,10013,7782816,-6685,-5196519
2023/05/03,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/03,NQF,自營商,24,15810,47,30929,-23,-15119,0,0,503,331578,-503,-331578
2023/05/04,TX,自營商,7482,23268041,7604,23656833,-122,-388792,12397,38633838,7485,23279881,4912,15353957
2023/05/04,TX,外資,53192,165497491,48469,150824189,4723,14673301,35665,111300842,17252,53822720,18413,57478122
2023/05/03,NQF,外資,1007,664835,1570,1036576,-563,-371741,98,64747,192,126566,-94,-61819
2023/05/04,TE,自營商,209,605528,204,590743,5,14785,429,1245927,196,568399,233,677528
2023/05/04,TX,投信,168,524122,70,217608,98,306514,9246,28860464,16868,52651775,-7622,-23791311
2023/05/04,TE,投信,0,0,0,0,0,0,174,505400,0,0,174,505400
2023/05/04,MTX,自營商,8256,6402316,7486,5809647,770,592669,11894,9250538,3014,2323121,8880,6927417
2023/05/04,TE,外資,929,2692006,918,2660289,11,31717,804,2335298,334,970136,470,1365162
2023/05/04,MTX,外資,78659,61176922,74032,57572025,4627,3604897,3888,3033267,5946,4638239,-2058,-1604972
2023/05/04,MTX,投信,1,780,0,0,1,780,88,68671,16,12486,72,56185
2023/05/04,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/04,NQF,外資,1331,879564,1491,983786,-160,-104222,118,77728,372,244925,-254,-167197
2023/05/04,NQF,自營商,33,21756,64,42200,-31,-20445,0,0,534,351586,-534,-351586
2023/05/05,TX,投信,467,1461515,50,156316,417,1305199,9389,29372548,16594,51912670,-7205,-22540122
2023/05/05,TE,自營商,227,661400,174,506193,53,155207,480,1398859,216,628586,264,770273
2023/05/05,TX,外資,49118,153400686,49774,155410507,-656,-2009821,35037,109584974,17281,54037854,17756,55547120
2023/05/05,TX,自營商,8121,25342824,8441,26349023,-320,-1006199,12398,38722932,7785,24270494,4613,14452438
2023/05/05,TE,投信,0,0,0,0,0,0,174,507140,0,0,174,507140
2023/05/05,TE,外資,895,2608272,931,2713080,-36,-104808,755,2200473,321,935587,434,1264886
2023/05/05,MTX,投信,0,0,10,7822,-10,-7822,78,61004,16,12514,62,48490
2023/05/05,MTX,自營商,9521,7414112,9433,7346377,88,67735,12319,9600093,3435,2657788,8884,6942305
2023/05/05,MTX,外資,79557,62105636,82510,64381923,-2953,-2276288,2959,2313426,7966,6228604,-5007,-3915178
2023/05/05,NQF,自營商,32,20955,24,15664,8,5291,0,0,526,344846,-526,-344846
2023/05/05,NQF,外資,1257,822425,1436,939543,-179,-117119,81,53104,514,337141,-433,-284037
2023/05/05,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/08,TX,自營商,7079,22248779,7126,22398365,-47,-149586,12259,38482093,7576,23735494,4683,14746599
2023/05/08,TX,投信,226,710729,31,97497,195,613232,9411,29593831,16421,51637477,-7010,-22043646
2023/05/08,TX,外資,43925,138103500,45873,144198740,-1948,-6095240,33166,104267744,17358,54558921,15808,49708823
2023/05/08,TE,自營商,182,534414,194,568876,-12,-34463,491,1439775,224,655873,267,783902
2023/05/08,TE,投信,0,0,0,0,0,0,174,510272,0,0,174,510272
2023/05/08,MTX,自營商,7121,5579438,5816,4560089,1305,1019349,12983,10166023,3262,2536046,9721,7629977
2023/05/08,TE,外資,1019,2991805,1000,2936672,19,55133,700,2052767,247,724352,453,1328415
2023/05/08,MTX,投信,2,1572,0,0,2,1572,78,61320,14,11006,64,50314
2023/05/08,MTX,外資,66721,52432454,65983,51847578,738,584876,2061,1619660,6330,4974864,-4269,-3355204
2023/05/08,NQF,自營商,30,19996,0,0,30,19996,0,0,496,330435,-496,-330435
2023/05/08,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/08,NQF,外資,1732,1146949,974,644600,758,502349,335,223843,10,6662,325,217181
2023/05/09,TX,自營商,6503,20417872,6938,21791538,-435,-1373667,12131,38107292,7774,24378039,4357,13729253
2023/05/09,TE,自營商,170,499448,234,686761,-64,-187313,452,1329699,248,728641,204,601058
2023/05/09,TX,投信,289,909618,29,91273,260,818345,9671,30436571,16421,51680171,-6750,-21243600
2023/05/09,TE,投信,0,0,69,203032,-69,-203032,105,308931,0,0,105,308931
2023/05/09,MTX,投信,2,1574,0,0,2,1574,78,61370,12,9442,66,51928
2023/05/09,TX,外資,39670,124648478,38543,121091883,1127,3556594,33775,106265645,16841,52969478,16934,53296167
2023/05/09,MTX,自營商,7329,5741409,7212,5651202,117,90207,12994,10183678,3592,2799511,9402,7384167
2023/05/09,TE,外資,913,2680705,1073,3150740,-160,-470035,592,1741732,299,879718,293,862014
2023/05/09,MTX,外資,58160,45675776,56175,44109502,1985,1566274,3690,2901869,5970,4695898,-2280,-1794029
2023/05/10,TX,自營商,10863,33974458,8683,27141515,2180,6832943,13418,41821530,6767,21035472,6651,20786058
2023/05/09,NQF,自營商,21,13951,8,5335,13,8616,0,0,483,322233,-483,-322233
2023/05/09,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/10,TX,投信,43,134266,181,565182,-138,-430916,9700,30283400,16588,51787736,-6888,-21504336
2023/05/09,NQF,外資,811,540080,668,444513,143,95567,470,314469,2,1334,468,313135
2023/05/10,TE,自營商,279,813468,325,948356,-46,-134888,392,1139284,268,777756,124,361528
2023/05/10,TX,外資,40750,127532986,49816,155935866,-9066,-28402880,26574,82929734,20264,63221597,6310,19708137
2023/05/10,MTX,自營商,9113,7119723,11483,8944411,-2370,-1824687,12158,9458450,5571,4306554,6587,5151896
2023/05/10,TE,投信,0,0,0,0,0,0,105,305193,0,0,105,305193
2023/05/10,TE,外資,1210,3527454,1208,3522034,2,5420,500,1453248,205,595853,295,857395
2023/05/10,MTX,投信,0,0,5,3913,-5,-3913,73,56977,12,9366,61,47611
2023/05/10,MTX,外資,57679,45113146,71866,56228667,-14187,-11115521,668,520957,10784,8413417,-10116,-7892460
2023/05/10,NQF,自營商,80,53124,114,75705,-34,-22581,0,0,517,342771,-517,-342771
2023/05/10,NQF,外資,570,378679,818,543425,-248,-164746,440,292684,220,145860,220,146824
2023/05/10,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/11,TX,自營商,9709,30229918,11358,35394418,-1649,-5164501,12710,39371443,7840,24241604,4870,15129839
2023/05/11,TE,自營商,295,857293,264,767136,31,90158,391,1129965,251,724341,140,405624
2023/05/11,TE,投信,0,0,0,0,0,0,105,303555,0,0,105,303555
2023/05/11,TE,外資,936,2719784,959,2787875,-23,-68091,457,1320017,185,534783,272,785234
2023/05/11,MTX,自營商,13151,10229109,13767,10697177,-616,-468068,13527,10462944,7028,5412524,6499,5050420
2023/05/11,TX,外資,60399,188438040,60523,188793762,-124,-355722,28158,87356912,21971,68143147,6187,19213765
2023/05/11,MTX,投信,5,3875,0,0,5,3875,78,60498,12,9311,66,51187
2023/05/11,MTX,外資,91085,71040608,87772,68437754,3313,2602853,3131,2427636,9938,7706538,-6807,-5278902
2023/05/11,NQF,自營商,62,41534,6,4013,56,37521,0,0,461,309492,-461,-309492
2023/05/11,NQF,外資,2608,1743121,1929,1288070,679,455051,903,607391,4,2685,899,604706
2023/05/12,TX,自營商,10781,33346064,10938,33815838,-157,-469774,12711,39335026,7786,24029114,4925,15305912
2023/05/11,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/12,TX,外資,61920,191576683,61422,190042855,498,1533828,29196,90444130,22511,69740379,6685,20703751
2023/05/11,TX,投信,211,657294,292,906985,-81,-249690,9681,30047888,16650,51678270,-6969,-21630382
2023/05/12,TX,投信,188,581005,174,538369,14,42636,9696,30067117,16651,51636715,-6955,-21569598
2023/05/12,TE,自營商,372,1072712,271,781251,101,291462,453,1309314,236,681209,217,628105
2023/05/12,TE,投信,0,0,1,2881,-1,-2881,104,300706,0,0,104,300706
2023/05/12,MTX,自營商,11118,8577939,10958,8458196,160,119743,13076,10101928,7265,5590587,5811,4511341
2023/05/12,MTX,投信,12,9305,11,8473,1,831,78,60449,11,8474,67,51975
2023/05/12,MTX,外資,87804,67901367,84768,65539917,3036,2361450,3940,3052957,7711,5972707,-3771,-2919750
2023/05/12,NQF,自營商,462,310206,189,126725,273,183481,121,81500,309,208127,-188,-126627
2023/05/12,NQF,外資,1408,945624,1304,875398,104,70226,1007,679497,4,2694,1003,676803
2023/05/12,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2023/05/15,TX,自營商,12076,37318153,15129,46734972,-3053,-9416818,13561,41982640,11686,36105686,1875,5876954
