日期,契約名稱,身份別,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額交易口數,多空淨額契約金額,多方未平倉口數,多方未平倉契約金額,空方未平倉口數,空方未平倉契約金額,多空淨額未平倉口數,多空淨額未平倉契約金額
2024/03/27,MTX,外資,75556,76318578,73099,73831147,2457,2487431,7149,7241995,2127,2154453,5022,5087542
2024/03/27,NQF,自營商,73,67834,93,86359,-20,-18524,38,35190,103,95383,-65,-60193
2024/03/27,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/03/27,NQF,外資,1260,1169989,1438,1334644,-178,-164656,28,25929,588,544801,-560,-518872
2024/03/28,TX,投信,188,761107,32,128806,156,632301,12578,50820151,7580,30626232,4998,20193919
2024/03/28,TE,自營商,152,643212,187,791155,-35,-147943,88,373191,513,2175120,-425,-1801929
2024/03/28,TE,外資,792,3352059,765,3237130,27,114929,695,2946800,601,2548240,94,398560
2024/03/28,TE,投信,0,0,0,0,0,0,149,631760,18,76320,131,555440
2024/03/28,TX,自營商,10119,40884981,8606,34771858,1513,6113123,2494,10073645,8421,34011563,-5927,-23937918
2024/03/28,MTX,自營商,13835,13974870,13185,13313608,650,661262,5020,5065253,5254,5297069,-234,-231816
2024/03/28,TX,外資,61920,250212600,64318,259929746,-2398,-9717146,31614,127736432,37343,150878126,-5729,-23141694
2024/03/28,MTX,外資,89895,90813210,96976,97968230,-7081,-7155020,5890,5950393,7985,8065666,-2095,-2115273
2024/03/28,MTX,投信,8,8082,0,0,8,8082,213,215151,10,10101,203,205050
2024/03/28,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/03/28,NQF,自營商,26,24029,60,55252,-34,-31223,17,15731,116,107341,-99,-91610
2024/03/28,NQF,外資,1469,1356695,1508,1392826,-39,-36132,21,19432,620,574167,-599,-554735
2024/03/29,TX,投信,1335,5413005,14,56778,1321,5356227,13882,56299839,7563,30672503,6319,25627336
2024/03/29,TX,外資,53476,216515192,48501,196358618,4975,20156574,33086,134187490,33840,137239156,-754,-3051666
2024/03/29,TX,自營商,7223,29253473,8586,34775944,-1363,-5522471,2574,10436826,9791,39695993,-7217,-29259167
2024/03/29,TE,自營商,86,365872,127,540525,-41,-174654,98,417624,559,2381675,-461,-1964051
2024/03/29,TE,外資,452,1922654,378,1607636,74,315018,726,3093196,558,2377415,168,715781
2024/03/29,TE,投信,0,0,0,0,0,0,149,634829,18,76691,131,558138
2024/03/29,MTX,投信,0,0,0,0,0,0,213,215961,10,10139,203,205822
2024/03/29,MTX,自營商,12708,12870525,11231,11366041,1477,1504484,7920,8026651,6969,7055499,951,971152
2024/03/29,MTX,外資,75901,76816867,70826,71673182,5075,5143685,7094,7193665,4114,4171185,2980,3022480
2024/03/29,NQF,外資,1033,955444,1250,1156029,-217,-200585,21,19416,837,774428,-816,-755012
2024/03/29,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/01,TX,自營商,8629,35077010,7355,29905354,1274,5171656,2613,10603653,8543,34661973,-5930,-24058320
2024/04/01,TX,投信,617,2503609,26,105594,591,2398015,14499,58845641,7589,30800715,6910,28044926
2024/04/01,TX,外資,43644,177409435,47213,191899361,-3569,-14489926,31147,126417568,35470,143956612,-4323,-17539044
2024/04/01,TE,外資,626,2668409,631,2690202,-5,-21793,722,3067345,559,2374856,163,692489
2024/04/01,TE,自營商,155,660162,181,770191,-26,-110028,86,365445,592,2515053,-506,-2149608
2024/04/01,TE,投信,0,0,0,0,0,0,149,633012,18,76471,131,556541
2024/03/29,NQF,自營商,27,24964,1,924,26,24040,44,40680,117,108172,-73,-67492
2024/04/01,MTX,自營商,13598,13819005,11734,11925179,1864,1893826,9488,9623451,6725,6813586,2763,2809865
2024/04/01,MTX,投信,0,0,11,11162,-11,-11162,202,204959,10,10147,192,194812
2024/04/01,MTX,外資,70413,71568950,75287,76511555,-4874,-4942605,5925,6012794,7819,7933536,-1894,-1920742
2024/04/01,NQF,外資,167,155210,102,94741,65,60469,11,10222,762,708705,-751,-698483
2024/04/01,NQF,自營商,38,35309,5,4648,33,30661,49,45536,89,82708,-40,-37172
2024/04/01,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/02,TX,投信,1109,4549525,65,266110,1044,4283415,15403,63216993,7449,30572186,7954,32644807
2024/04/02,TX,自營商,10149,41449360,12862,52536754,-2713,-11087393,3236,13279745,11858,48654673,-8622,-35374928
2024/04/02,TE,自營商,194,834111,196,842498,-2,-8387,110,475255,630,2721348,-520,-2246093
2024/04/02,TX,外資,65089,265745873,58188,237559490,6901,28186384,36527,149918152,33215,136319381,3312,13598771
2024/04/02,MTX,自營商,16690,17035453,15159,15465215,1531,1570238,13989,14348789,9779,10020650,4210,4328139
2024/04/02,TE,投信,0,0,0,0,0,0,149,643620,18,77753,131,565867
2024/04/02,TE,外資,855,3673373,811,3486522,44,186851,678,2928689,471,2034532,207,894157
2024/04/02,MTX,投信,9,9234,0,0,9,9234,209,214444,8,8208,201,206236
2024/04/02,MTX,外資,94368,96301060,77933,79512769,16435,16788291,14000,14365552,2395,2457344,11605,11908208
2024/04/02,NQF,自營商,28,25882,258,239000,-230,-213117,30,27720,300,277200,-270,-249480
2024/04/02,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/03,TX,自營商,14049,57293700,12181,49683846,1868,7609853,2283,9291633,9055,36845504,-6772,-27553871
2024/04/02,NQF,外資,1468,1359725,2337,2164215,-869,-804490,20,18480,1640,1516469,-1620,-1497989
2024/04/03,TX,投信,166,675856,390,1588355,-224,-912498,15474,62982275,7744,31519629,7730,31462646
2024/04/03,TX,外資,64390,262635731,73429,299519505,-9039,-36883775,29520,120156296,36986,150539882,-7466,-30383586
2024/04/03,MTX,自營商,17843,18188130,19747,20129428,-1904,-1941298,12101,12313015,9509,9668801,2592,2644214
2024/04/03,TE,自營商,169,724683,185,793030,-16,-68347,109,467073,660,2827572,-551,-2360499
2024/04/03,TE,外資,670,2874755,671,2878516,-1,-3761,694,2973235,488,2090690,206,882545
2024/04/03,MTX,投信,7,7122,1,1018,6,6104,216,219791,9,9158,207,210633
2024/04/03,TE,投信,0,0,0,0,0,0,149,638346,18,77116,131,561230
2024/04/03,MTX,外資,90860,92648572,111408,113618826,-20548,-20970254,4947,5034443,6792,6911169,-1845,-1876726
2024/04/03,NQF,外資,1448,1326857,1737,1593235,-289,-266378,10,9150,1919,1757002,-1909,-1747852
2024/04/03,NQF,自營商,20,18397,3,2747,17,15650,48,43920,301,275415,-253,-231495
2024/04/03,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/08,TX,投信,320,1310320,48,196462,272,1113857,15555,63610617,7553,30887310,8002,32723307
2024/04/08,TX,外資,57470,234976003,55835,228273867,1635,6702136,30242,123678395,36096,147612143,-5854,-23933748
2024/04/08,TX,自營商,8523,34849206,9151,37419740,-628,-2570533,2613,10686713,10089,41249652,-7476,-30562939
2024/04/08,TE,外資,693,2983551,771,3319687,-78,-336136,618,2658389,490,2107784,128,550605
2024/04/08,MTX,自營商,12580,12860009,12219,12487644,361,372364,11574,11833894,8317,8494681,3257,3339213
2024/04/08,TE,自營商,145,624285,115,495013,30,129272,136,585084,659,2834754,-523,-2249670
2024/04/08,TE,投信,0,0,0,0,0,0,149,640938,18,77429,131,563509
2024/04/08,MTX,投信,3,3067,0,0,3,3067,219,223895,9,9201,210,214694
2024/04/08,MTX,外資,85371,87265327,77631,79343612,7740,7921715,10170,10398333,4183,4276507,5987,6121826
2024/04/08,NQF,自營商,49,45106,83,76472,-34,-31366,20,18307,307,281012,-287,-262705
2024/04/08,NQF,外資,1472,1353217,1397,1282563,75,70654,11,10069,1845,1689893,-1834,-1679824
2024/04/09,TX,投信,390,1627676,31,129028,359,1498647,15608,65144670,7247,30247661,8361,34897009
2024/04/08,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/09,TX,外資,77325,319415896,68153,281693970,9172,37721926,37704,157381340,32540,135817390,5164,21563950
2024/04/09,TX,自營商,12532,51868341,14345,59297073,-1813,-7428732,3013,12576019,12271,51206933,-9258,-38630914
2024/04/09,TE,外資,947,4126628,829,3613827,118,512801,672,2956531,426,1874230,246,1082301
2024/04/09,TE,自營商,220,960494,242,1055851,-22,-95356,157,690762,703,3092921,-546,-2402159
2024/04/09,TE,投信,1,4399,0,0,1,4399,150,659940,18,79193,132,580747
2024/04/09,MTX,外資,104979,108414992,91572,94583814,13407,13831178,13151,13724351,1141,1190568,12010,12533783
2024/04/09,MTX,投信,16,16709,15,15649,1,1061,219,228532,8,8348,211,220184
2024/04/09,MTX,自營商,20023,20679704,16130,16671516,3893,4008188,17919,18699631,10893,11356692,7026,7342939
2024/04/09,NQF,自營商,44,40371,24,22002,20,18369,40,36676,307,281488,-267,-244812
2024/04/09,NQF,外資,1145,1049188,1380,1264155,-235,-214967,1,917,2070,1898960,-2069,-1898043
2024/04/09,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/10,TX,投信,4,16679,59,246020,-55,-229340,15554,64853958,7248,30221429,8306,34632529
2024/04/10,TX,自營商,11227,46782095,9171,38215435,2056,8566660,2777,11579808,9991,41651909,-7214,-30072101
2024/04/10,TX,外資,57810,240896643,64685,269519213,-6875,-28622570,35077,146275533,36787,153390214,-1710,-7114681
2024/04/10,TE,投信,26,114302,0,0,26,114302,176,773163,18,79063,158,694100
2024/04/10,TE,外資,583,2558661,706,3098102,-123,-539441,601,2639832,478,2099567,123,540265
2024/04/10,TE,自營商,168,737263,125,548882,43,188381,138,606307,663,2912186,-525,-2305879
2024/04/10,MTX,自營商,13150,13700093,13035,13579210,115,120883,15628,16295312,8268,8611000,7360,7684312
2024/04/10,MTX,投信,4,4170,0,0,4,4170,223,232479,8,8339,215,224140
2024/04/10,MTX,外資,76928,80139764,88120,91783540,-11192,-11643776,6844,7136459,6026,6281532,818,854927
2024/04/10,NQF,自營商,55,50421,56,51420,-1,-999,35,32186,303,278639,-268,-246453
2024/04/10,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/10,NQF,外資,1752,1604220,1485,1358769,267,245451,18,16553,1820,1674493,-1802,-1657940
2024/04/11,TX,投信,373,1548851,128,531152,245,1017700,15920,66075072,7369,30584643,8551,35490429
2024/04/11,TX,外資,67720,280741111,76706,317975835,-8986,-37234724,31607,131208248,44571,184996434,-12964,-53788186
2024/04/11,TX,自營商,10987,45547500,9793,40615524,1194,4931976,3211,13329710,9199,38177985,-5988,-24848275
2024/04/11,TE,自營商,250,1090587,167,728645,83,361943,163,713573,624,2731279,-461,-2017706
2024/04/11,TE,投信,51,223073,0,0,51,223073,227,993661,18,78786,209,914875
2024/04/11,TE,外資,867,3781685,1009,4402049,-142,-620364,530,2319810,549,2402973,-19,-83163
2024/04/11,MTX,自營商,13892,14403380,17705,18355911,-3813,-3952530,12077,12533191,8658,8978174,3419,3555017
2024/04/11,MTX,投信,51,52986,51,52907,0,79,224,232530,9,9338,215,223192
2024/04/11,MTX,外資,101080,104776117,112958,117079462,-11878,-12303344,5935,6160473,7923,8220949,-1988,-2060476
2024/04/11,NQF,自營商,56,50935,61,55343,-5,-4408,28,25500,301,274121,-273,-248621
2024/04/11,NQF,外資,2401,2184567,2571,2338393,-170,-153826,35,31875,2007,1828622,-1972,-1796747
2024/04/11,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/12,TX,自營商,11501,47686997,10608,44019227,893,3667769,4275,17749836,9368,38907425,-5093,-21157589
2024/04/12,TX,外資,74926,310710527,73971,306689419,955,4021108,31789,132030160,43798,181836463,-12009,-49806303
2024/04/12,TX,投信,1789,7443433,1607,6672732,182,770701,16074,66735412,7341,30469867,8733,36265545
2024/04/12,TE,外資,986,4314340,1004,4391965,-18,-77625,560,2449724,597,2611406,-37,-161682
2024/04/12,TE,自營商,166,726235,162,709090,4,17146,213,932031,673,2943983,-460,-2011952
2024/04/12,TE,投信,10,43786,0,0,10,43786,237,1036978,18,78736,219,958242
2024/04/12,MTX,外資,96705,100219437,96485,99961536,220,257901,5832,6057315,7600,7886226,-1768,-1828911
2024/04/12,MTX,投信,58,60317,49,50840,9,9476,233,242084,9,9339,224,232745
2024/04/12,MTX,自營商,15014,15571632,14800,15343438,214,228193,11223,11651311,7598,7882516,3625,3768795
2024/04/12,NQF,自營商,35,32121,36,33131,-1,-1010,24,22198,298,275620,-274,-253422
2024/04/15,TX,自營商,16656,68540355,15948,65590886,708,2949469,4252,17458547,8685,35638240,-4433,-18179693
2024/04/12,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/15,TX,外資,98949,406936833,103854,427243985,-4905,-20307153,30125,123669144,47928,196715806,-17803,-73046662
2024/04/15,TE,自營商,492,2118764,452,1948645,40,170119,358,1539774,803,3455282,-445,-1915508
2024/04/12,NQF,外資,2370,2167973,1871,1710189,499,457784,96,88790,1569,1451846,-1473,-1363056
2024/04/15,TX,投信,12181,50073504,12087,49653949,94,419555,16344,67110888,7517,30865664,8827,36245224
2024/04/15,TE,投信,73,314814,73,314026,0,788,237,1020194,18,77386,219,942808
2024/04/15,MTX,投信,30,30807,32,32832,-2,-2025,233,239191,11,11301,222,227890
2024/04/15,MTX,自營商,16359,16836224,22312,22983681,-5953,-6147457,10762,11034378,12898,13230836,-2136,-2196458
2024/04/15,TE,外資,1338,5765800,1417,6107256,-79,-341455,550,2367056,666,2864263,-116,-497207
2024/04/15,MTX,外資,113132,116367816,122666,126217399,-9534,-9849583,3813,3911243,11559,11852963,-7746,-7941720
2024/04/15,NQF,自營商,32,29225,29,26680,3,2544,27,24648,298,272044,-271,-247396
2024/04/15,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/16,TX,自營商,26904,108271835,25993,104619230,911,3652605,5707,22794452,9017,35993916,-3310,-13199464
2024/04/15,NQF,外資,1930,1765174,2283,2088739,-353,-323565,0,0,1826,1667389,-1826,-1667389
2024/04/16,TX,投信,9234,36850842,8855,35335770,379,1515072,17167,68596686,7961,31814843,9206,36781843
2024/04/16,TX,外資,146955,591573309,147546,594147078,-591,-2573769,32980,131734150,51366,205185816,-18386,-73451666
2024/04/16,TE,自營商,587,2459645,598,2507466,-11,-47821,328,1371671,859,3594226,-531,-2222555
2024/04/16,TE,投信,51,213894,123,514323,-72,-300429,165,690882,18,75258,147,615624
2024/04/16,TE,外資,1986,8323520,1850,7757409,136,566111,598,2503493,578,2418373,20,85120
2024/04/16,MTX,自營商,31387,31560029,37338,37557235,-5951,-5997206,9241,9215355,18176,18139949,-8935,-8924594
2024/04/16,MTX,投信,92,91885,88,87720,4,4165,237,236780,11,10990,226,225790
2024/04/16,MTX,外資,174277,175654244,176876,178306540,-2599,-2652296,4897,4885122,15274,15239465,-10377,-10354343
2024/04/16,NQF,自營商,217,194317,201,180869,16,13448,13,11622,268,239592,-255,-227970
2024/04/16,NQF,外資,2506,2267115,2616,2366371,-110,-99256,9,8046,1945,1739201,-1936,-1731155
2024/04/17,TX,自營商,20932,84046303,21468,86203167,-536,-2156865,4119,16620731,6769,27303268,-2650,-10682537
2024/04/16,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/17,TX,投信,1244,5022884,217,877991,1027,4144892,16880,68158064,7812,31543294,9068,36614770
2024/04/17,TE,自營商,324,1365784,376,1583817,-52,-218034,24,101696,357,1512680,-333,-1410984
2024/04/17,TX,外資,104069,417277259,101789,408234665,2280,9042593,24880,100460414,42832,172936009,-17952,-72475595
2024/04/17,TE,投信,2,8416,42,177983,-40,-169567,125,529650,0,0,125,529650
2024/04/17,MTX,自營商,26564,26668222,22934,23019798,3630,3648424,2694,2711537,14223,14336447,-11529,-11624910
2024/04/17,TE,外資,1329,5598873,1290,5434974,39,163899,493,2088940,346,1466071,147,622869
2024/04/17,MTX,投信,45,45374,4,4001,41,41373,276,278608,9,9085,267,269523
2024/04/17,MTX,外資,148357,148630301,135308,135535716,13049,13094585,8294,8372311,1664,1679715,6630,6692596
2024/04/17,NQF,自營商,93,83321,158,141527,-65,-58206,2,1790,322,288206,-320,-286416
2024/04/18,TX,自營商,10322,41674629,9991,40333083,331,1341546,4825,19628190,7153,29086298,-2328,-9458108
2024/04/17,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/17,NQF,外資,1930,1727883,1846,1651537,84,76346,15,13426,1867,1671137,-1852,-1657711
2024/04/18,TX,外資,89931,362601123,87395,352346926,2536,10254197,24891,101321214,39591,161146304,-14700,-59825090
2024/04/18,TX,投信,335,1362453,289,1175536,46,186918,16823,68479704,7709,31380255,9114,37099449
2024/04/18,TE,自營商,245,1035285,225,951894,20,83390,50,213399,386,1647447,-336,-1434048
2024/04/18,TE,投信,52,221324,1,4267,51,217057,176,751168,0,0,176,751168
2024/04/18,TE,外資,1399,5919705,1468,6210819,-69,-291115,459,1959012,381,1626108,78,332904
2024/04/18,MTX,外資,140319,141361589,137567,138556660,2752,2804929,7118,7243627,600,610580,6518,6633047
2024/04/18,MTX,自營商,15523,15669041,12905,13019583,2618,2649458,5173,5255333,14048,14273689,-8875,-9018356
2024/04/18,MTX,投信,79,80364,0,0,79,80364,353,359230,7,7124,346,352106
2024/04/18,NQF,自營商,306,271546,342,303345,-36,-31799,0,0,356,316270,-356,-316270
2024/04/18,NQF,外資,2098,1868333,2388,2127240,-290,-258908,25,22210,2167,1926108,-2142,-1903898
2024/04/19,TX,投信,1330,5204957,645,2524989,685,2679968,18038,70561048,8239,32229320,9799,38331728
2024/04/18,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/19,TX,自營商,27068,106699529,26339,103843926,729,2855603,5228,20435485,6666,26038105,-1438,-5602620
2024/04/19,TX,外資,170784,674936988,173531,686330550,-2747,-11393562,21289,83277609,41066,160623583,-19777,-77345974
2024/04/19,TE,自營商,446,1818324,377,1536251,69,282073,70,283106,366,1480248,-296,-1197142
2024/04/19,MTX,自營商,38799,38269733,44539,44024925,-5740,-5755193,3345,3264782,18604,18160624,-15259,-14895842
2024/04/19,TE,外資,2683,10917031,2799,11411612,-116,-494581,443,1791669,481,1945356,-38,-153687
2024/04/19,TE,投信,6,24281,0,0,6,24281,182,736081,0,0,182,736081
2024/04/19,MTX,外資,280738,277743587,300583,297661172,-19845,-19917585,1459,1426803,5466,5345236,-4007,-3918433
2024/04/19,MTX,投信,0,0,10,9785,-10,-9785,348,340327,12,11735,336,328592
2024/04/19,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/22,TX,投信,487,1902128,122,476568,365,1425560,18246,71261578,8082,31565059,10164,39696519
2024/04/19,NQF,外資,2351,2061784,2396,2102778,-45,-40993,12,10432,2199,1912635,-2187,-1902203
2024/04/22,TX,外資,111699,437894460,109061,427538140,2638,10356320,19216,75049268,35616,139083977,-16400,-64034709
2024/04/22,TE,外資,1467,5913652,1482,5967069,-15,-53417,390,1559376,443,1771291,-53,-211915
2024/04/22,TE,投信,10,39960,2,8020,8,31940,190,759696,0,0,190,759696
2024/04/22,TE,自營商,247,990618,258,1035872,-11,-45254,74,295886,413,1651348,-339,-1355462
2024/04/22,TX,自營商,11177,43792061,12616,49400741,-1439,-5608680,4297,16767857,7152,27896179,-2855,-11128322
2024/04/22,MTX,自營商,15106,14793964,15170,14859993,-64,-66030,3183,3101474,18594,18125054,-15411,-15023580
2024/04/22,MTX,投信,0,0,42,40996,-42,-40996,306,298778,12,11717,294,287061
2024/04/19,NQF,自營商,143,125370,292,254432,-149,-129061,0,0,505,438997,-505,-438997
2024/04/22,MTX,外資,198255,194370940,190627,186843784,7628,7527157,4777,4664220,4112,4014762,665,649458
2024/04/22,NQF,自營商,72,62458,150,130803,-78,-68345,0,0,583,503916,-583,-503916
2024/04/22,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/22,NQF,外資,2156,1872191,2223,1929738,-67,-57548,0,0,2254,1949943,-2254,-1949943
2024/04/23,TX,自營商,6561,25775775,8597,33782563,-2036,-8006788,3486,13706995,8555,33633887,-5069,-19926892
2024/04/23,TX,投信,535,2105027,0,0,535,2105027,18626,73311936,7917,31161312,10709,42150624
2024/04/23,TE,自營商,111,448174,153,617385,-42,-169211,67,270428,467,1884910,-400,-1614482
2024/04/23,TX,外資,75861,297954803,71966,282619890,3895,15334913,22071,86870283,34576,136071750,-12505,-49201467
2024/04/23,MTX,自營商,7662,7521583,9270,9099812,-1608,-1578229,3043,2986339,19350,19009805,-16307,-16023466
2024/04/23,TE,投信,5,20238,0,0,5,20238,195,787059,0,0,195,787059
2024/04/23,TE,外資,684,2760149,646,2607422,38,152727,424,1711349,439,1771892,-15,-60543
2024/04/23,MTX,投信,2,1968,25,24589,-23,-22621,281,276504,10,9840,271,266664
2024/04/23,MTX,外資,129374,127001410,121133,118887158,8241,8114251,10604,10434104,1698,1670572,8906,8763532
2024/04/23,NQF,自營商,81,70079,47,40667,34,29412,0,0,549,475983,-549,-475983
2024/04/23,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/23,NQF,外資,1506,1303760,1398,1209458,108,94303,1,867,2147,1863506,-2146,-1862639
2024/04/24,TX,自營商,10904,43709989,9455,37866734,1449,5843255,4259,17163069,7851,31624144,-3592,-14461075
2024/04/24,TX,投信,683,2753549,16,64126,667,2689423,18865,76101410,7489,30210626,11376,45890784
2024/04/24,TX,外資,67136,268295026,68571,274084591,-1435,-5789565,23526,94900732,36859,148666230,-13333,-53765498
2024/04/24,TE,自營商,153,635234,208,863598,-55,-228363,63,263480,514,2149737,-451,-1886257
2024/04/24,TE,外資,1165,4829904,1144,4740901,21,89003,410,1714784,404,1689690,6,25094
2024/04/24,MTX,自營商,13702,13718922,9147,9152254,4555,4566668,3005,3020318,14411,14501793,-11406,-11481475
2024/04/24,MTX,投信,31,31243,0,0,31,31243,311,313644,9,9077,302,304567
2024/04/24,TE,投信,8,33423,0,0,8,33423,203,849027,0,0,203,849027
2024/04/24,MTX,外資,116640,116459195,109153,109004646,7487,7454549,15119,15246819,1267,1277351,13852,13969468
2024/04/24,NQF,自營商,26,22905,38,33596,-12,-10692,0,0,561,497747,-561,-497747
2024/04/24,NQF,外資,1670,1464601,1313,1153126,357,311475,1,887,1790,1590158,-1789,-1589271
2024/04/25,TX,自營商,7958,31745097,7677,30615005,281,1130091,4189,16636838,7465,29633073,-3276,-12996235
2024/04/24,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/25,TX,外資,75573,301683310,79417,317002165,-3844,-15318855,20704,82316535,37864,150520382,-17160,-68203847
2024/04/25,TX,投信,309,1234538,339,1347454,-30,-112916,18952,75353152,7606,30241456,11346,45111696
2024/04/25,TE,自營商,167,687562,130,535631,37,151931,71,291872,496,2039315,-425,-1747443
2024/04/25,TE,外資,675,2782916,698,2880038,-23,-97122,409,1681644,426,1751542,-17,-69898
2024/04/25,TE,投信,0,0,0,0,0,0,203,834655,0,0,203,834655
2024/04/25,MTX,投信,0,0,80,79499,-80,-79499,234,232596,12,11928,222,220668
2024/04/25,MTX,自營商,9844,9816459,11298,11260812,-1454,-1444353,2577,2552296,15577,15447477,-13000,-12895181
2024/04/25,MTX,外資,136569,136325237,150624,150379814,-14055,-14054577,8010,7961736,8281,8230638,-271,-268902
2024/04/25,NQF,自營商,71,62893,57,50196,14,12697,0,0,547,477340,-547,-477340
2024/04/25,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/26,TX,投信,871,3513447,149,594588,722,2918859,19549,78884125,7481,30187331,12068,48696794
2024/04/25,NQF,外資,1577,1394383,1636,1444697,-59,-50313,24,20944,1872,1634913,-1848,-1613969
2024/04/26,TX,外資,102562,410862493,99290,397747684,3272,13114809,23378,94329859,37266,150346722,-13888,-56016863
2024/04/26,TX,自營商,12576,50427350,13084,52483616,-508,-2056266,4127,16633375,7878,31739798,-3751,-15106423
2024/04/26,TE,投信,119,499625,0,0,119,499625,322,1354203,0,0,322,1354203
2024/04/26,TE,自營商,239,996278,244,1018826,-5,-22548,81,340378,510,2144598,-429,-1804220
2024/04/26,MTX,自營商,20533,20584366,18304,18336046,2229,2248320,4498,4521712,15401,15498089,-10903,-10976377
2024/04/26,MTX,外資,205584,205635003,192410,192460253,13174,13174750,14942,15073068,2039,2056241,12903,13016827
2024/04/26,TE,外資,1086,4536033,1176,4910603,-90,-374570,390,1640184,497,2090183,-107,-449999
2024/04/26,MTX,投信,2,2016,0,0,2,2016,236,238077,12,12106,224,225971
2024/04/26,NQF,自營商,96,83920,145,126291,-49,-42371,0,0,596,529516,-596,-529516
2024/04/26,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/26,NQF,外資,2387,2086887,2307,2016363,80,70524,8,7108,1776,1579187,-1768,-1572079
2024/04/29,TX,自營商,9652,39357486,9274,37857681,378,1499805,4764,19556543,8195,33634036,-3431,-14077493
2024/04/29,TX,投信,654,2676568,105,430916,549,2245652,19757,81201270,7140,29345400,12617,51855870
2024/04/29,TX,外資,71228,290152307,72381,294790651,-1153,-4638343,25304,103993965,40345,165787884,-15041,-61793919
2024/04/29,TE,自營商,279,1181705,94,398427,185,783278,130,552855,396,1684223,-266,-1131368
2024/04/29,MTX,自營商,16068,16359008,12365,12592565,3703,3766444,6920,7089907,13888,14233718,-6968,-7143811
2024/04/29,TE,投信,0,0,122,515923,-122,-515923,200,850640,0,0,200,850640
2024/04/29,MTX,投信,96,98623,1,1027,95,97596,332,341130,13,13358,319,327772
2024/04/29,TE,外資,867,3670200,964,4078314,-97,-408114,384,1633229,588,2500882,-204,-867653
2024/04/29,MTX,外資,126724,128951628,123165,125277859,3559,3673770,18294,18796634,1832,1881660,16462,16914974
2024/04/29,NQF,外資,1178,1049597,988,879779,190,169818,17,15239,1595,1430806,-1578,-1415567
2024/04/29,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/30,TX,自營商,7177,29418050,7562,30998548,-385,-1580498,4528,18460817,8296,33826063,-3768,-15365246
2024/04/30,TX,投信,214,873927,141,575908,73,298019,19742,80598689,7052,28790495,12690,51808194
2024/04/29,NQF,自營商,10,8951,0,0,10,8951,0,0,586,525290,-586,-525290
2024/04/30,TE,投信,2,8462,15,63875,-13,-55413,187,790973,0,0,187,790973
2024/04/30,TX,外資,57065,233997981,55769,228698766,1296,5299216,24376,99513168,38111,155561949,-13735,-56048781
2024/04/30,TE,外資,869,3695856,764,3248991,105,446865,518,2191036,617,2609787,-99,-418751
2024/04/30,TE,自營商,100,425149,158,672409,-58,-247260,117,494857,436,1844154,-319,-1349297
2024/04/30,MTX,自營商,9654,9889698,11213,11479591,-1559,-1589892,5362,5455897,14081,14336056,-8719,-8880159
2024/04/30,MTX,外資,94214,96590388,98483,100960401,-4269,-4370013,14680,14982883,2527,2578591,12153,12404292
2024/04/30,NQF,自營商,2,1789,0,0,2,1789,0,0,584,522038,-584,-522038
2024/04/30,MTX,投信,4,4104,10,10210,-6,-6106,327,333753,14,14289,313,319464
2024/04/30,NQF,投信,0,0,0,0,0,0,0,0,0,0,0,0
2024/04/30,NQF,外資,916,820032,920,823419,-4,-3386,14,12515,1596,1427747,-1582,-1415232
2024/05/02,TX,自營商,9405,38249865,8940,36361751,465,1888114,5155,20894075,8375,33947530,-3220,-13053455
2024/05/02,TX,投信,662,2687906,537,2179394,125,508511,20155,81797052,7340,29788656,12815,52008396
2024/05/02,TE,投信,0,0,0,0,0,0,187,780875,0,0,187,780875
2024/05/02,TE,自營商,226,946616,174,729140,52,217476,131,547016,430,1795568,-299,-1248552
2024/05/02,MTX,自營商,13200,13413625,14158,14383674,-958,-970049,4510,4561857,14312,14485587,-9802,-9923730
