日期,契約名稱,身份別,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額交易口數,多空淨額契約金額,多方未平倉口數,多方未平倉契約金額,空方未平倉口數,空方未平倉契約金額,多空淨額未平倉口數,多空淨額未平倉契約金額
2025/01/10,TX,投信,1069,4935716,759,3495844,310,1439872,30753,141832849,5506,25392041,25247,116440808
2025/01/10,TE,外資,310,1605982,287,1486013,23,119969,417,2158722,695,3597475,-278,-1438753
2025/01/10,TX,外資,46848,216170275,47796,220592144,-948,-4421869,15158,69976105,57106,263486739,-41948,-193510634
2025/01/10,TE,投信,0,0,20,103812,-20,-103812,249,1288824,0,0,249,1288824
2025/01/10,TE,自營商,78,403652,93,481633,-15,-77981,27,139888,191,989043,-164,-849155
2025/01/10,MTX,自營商,9595,11078611,9840,11360650,-245,-282040,4074,4711908,9798,11322362,-5724,-6610454
2025/01/10,MTX,投信,15,17289,14,16186,1,1102,142,164157,14,16199,128,147958
2025/01/10,MTX,外資,70941,81845634,71206,82158598,-265,-312964,3531,4073014,7653,8833400,-4122,-4760386
2025/01/10,NQF,自營商,0,0,3,3187,-3,-3187,14,14928,351,374295,-337,-359367
2025/01/10,ZMX,外資,32689,7547428,32987,7612656,-298,-65227,3353,773509,14440,3331849,-11087,-2558340
2025/01/10,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/10,NQF,外資,410,436815,345,367682,65,69132,22,23719,1961,2092010,-1939,-2068291
2025/01/13,TX,自營商,19728,89588662,18487,83926795,1241,5661868,7129,32230230,6247,28237861,882,3992369
2025/01/13,TX,外資,121016,549957078,122218,555721928,-1202,-5764850,15340,69337734,58699,265097103,-43359,-195759369
2025/01/10,NQF,投信,0,0,0,0,0,0,4,4265,0,0,4,4265
2025/01/13,TX,投信,15525,70200917,14848,66994196,677,3206721,31640,142857590,5716,25823784,25924,117033806
2025/01/13,TE,自營商,177,895053,139,705407,38,189647,43,216138,169,849882,-126,-633744
2025/01/13,TE,投信,41,208379,31,156697,10,51681,259,1301669,0,0,259,1301669
2025/01/13,TE,外資,1465,7401793,1488,7522124,-23,-120331,441,2222490,742,3735354,-301,-1512864
2025/01/13,MTX,自營商,20972,23885545,23944,27275240,-2972,-3389695,4083,4618818,12937,14626794,-8854,-10007976
2025/01/10,ZMX,自營商,6114,1414345,8000,1848102,-1886,-433757,6821,1573349,18065,4173989,-11244,-2600640
2025/01/13,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/13,ZMX,自營商,11982,2739323,24941,5695784,-12959,-2956461,5312,1197921,29625,6695795,-24313,-5497874
2025/01/13,MTX,投信,0,0,2,2264,-2,-2264,142,160500,16,18102,126,142398
2025/01/13,ZMX,外資,68788,15696603,69423,15832039,-635,-135436,2729,615568,10421,2349133,-7692,-1733565
2025/01/13,MTX,外資,152512,173721010,155411,177052130,-2899,-3331120,2662,3003266,9653,10897624,-6991,-7894358
2025/01/13,NQF,自營商,31,32445,48,50700,-17,-18255,0,0,354,370005,-354,-370005
2025/01/13,NQF,外資,1785,1881532,1862,1962159,-77,-80627,35,36943,2051,2144131,-2016,-2107188
2025/01/14,TX,自營商,12933,58528073,12693,57457769,240,1070304,6889,31430684,5698,26002468,1191,5428216
2025/01/14,TX,外資,81449,367958184,80736,364999490,713,2958694,13324,60767585,55758,254351052,-42434,-193583467
2025/01/13,NQF,投信,0,0,0,0,0,0,4,4181,0,0,4,4181
2025/01/14,TE,自營商,229,1155209,207,1045289,22,109921,49,248208,167,848778,-118,-600570
2025/01/14,TX,投信,21634,98378346,21214,96242534,420,2135813,31998,146062244,5654,25808805,26344,120253439
2025/01/14,MTX,投信,36,41045,36,40927,0,118,142,162050,16,18259,126,143791
2025/01/14,MTX,自營商,17950,20294216,17129,19359305,821,934911,5073,5788149,13638,15551975,-8565,-9763826
2025/01/14,TE,投信,201,1018882,208,1049854,-7,-30972,252,1282708,0,0,252,1282708
2025/01/14,TE,外資,639,3222230,641,3234367,-2,-12137,418,2124751,721,3662974,-303,-1538223
2025/01/14,MTX,外資,101737,114707924,99522,112205180,2215,2502743,3506,3992048,8186,9330522,-4680,-5338474
2025/01/14,ZMX,自營商,12914,2921518,9697,2189052,3217,732466,7009,1595539,26825,6117198,-19816,-4521659
2025/01/14,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/14,ZMX,外資,50953,11479280,43191,9725169,7762,1754111,3242,738331,7892,1795979,-4650,-1057648
2025/01/14,NQF,自營商,22,23071,16,16794,6,6278,0,0,348,366641,-348,-366641
2025/01/14,NQF,投信,0,0,0,0,0,0,4,4214,0,0,4,4214
2025/01/15,TX,投信,460,2080610,546,2464206,-86,-383596,32008,144132024,5750,25892250,26258,118239774
2025/01/15,TX,自營商,13306,60268958,12430,56335493,876,3933465,6324,28494992,5167,23284323,1157,5210669
2025/01/14,NQF,外資,850,887784,746,778221,104,109563,48,51072,1960,2065123,-1912,-2014051
2025/01/15,TE,外資,574,2886940,578,2908009,-4,-21069,282,1407011,544,2714234,-262,-1307223
2025/01/15,TE,自營商,263,1322547,258,1297113,5,25434,4,19958,94,469004,-90,-449046
2025/01/15,TX,外資,61620,279364158,62535,283506790,-915,-4142632,11383,51257895,50800,228771481,-39417,-177513586
2025/01/15,MTX,投信,0,0,3,3378,-3,-3378,142,159857,19,21389,123,138468
2025/01/15,TE,投信,0,0,1,4988,-1,-4988,241,1202445,0,0,241,1202445
2025/01/15,MTX,自營商,18463,20920897,18653,21147383,-190,-226486,2289,2585497,11282,12722183,-8993,-10136686
2025/01/15,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/15,ZMX,自營商,11827,2681804,16966,3847402,-5139,-1165597,547,123545,25480,5741156,-24933,-5617611
2025/01/15,MTX,外資,87413,99118890,89169,101108440,-1756,-1989551,1458,1641464,4780,5381267,-3322,-3739803
2025/01/15,ZMX,外資,38998,8845999,41489,9410485,-2491,-564487,789,177643,241,54393,548,123250
2025/01/16,TX,自營商,7229,33291696,8859,40797342,-1630,-7505646,5678,26172989,6161,28396705,-483,-2223716
2025/01/15,NQF,外資,1178,1237496,1270,1332870,-92,-95374,66,69799,2070,2169987,-2004,-2100188
2025/01/15,NQF,投信,0,0,0,0,0,0,4,4193,0,0,4,4193
2025/01/15,NQF,自營商,102,106942,48,50332,54,56610,0,0,294,308179,-294,-308179
2025/01/16,TX,外資,61341,281880651,58516,268948798,2825,12931853,15832,72938916,52043,239774956,-36211,-166836040
2025/01/16,TX,投信,852,3926815,2553,11791382,-1701,-7864567,30145,138878015,5588,25743916,24557,113134099
2025/01/16,MTX,自營商,12884,14811730,12022,13810820,862,1000910,3775,4355051,11737,13528947,-7962,-9173896
2025/01/16,TE,投信,8,41132,0,0,8,41132,249,1280308,0,0,249,1280308
2025/01/16,TE,外資,835,4291321,840,4318353,-5,-27032,290,1491122,557,2863983,-267,-1372861
2025/01/16,MTX,投信,3,3452,0,0,3,3452,144,165852,18,20732,126,145120
2025/01/16,ZMX,自營商,15390,3533721,7912,1818199,7478,1715522,2364,545125,20464,4715520,-18100,-4170395
2025/01/16,TE,自營商,69,355267,121,621251,-52,-265984,8,41155,151,776442,-143,-735287
2025/01/16,MTX,外資,100245,115041067,94210,108176436,6035,6864631,6192,7132085,3482,4010437,2710,3121648
2025/01/16,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/16,NQF,自營商,51,54395,47,50060,4,4335,0,0,290,310112,-290,-310112
2025/01/16,ZMX,外資,51053,11708590,42020,9643487,9033,2065104,1987,457809,11,2534,1976,455275
2025/01/16,NQF,投信,0,0,0,0,0,0,4,4277,0,0,4,4277
2025/01/17,TX,自營商,8201,38070316,8778,40787785,-577,-2717469,5339,24773771,6398,29683301,-1059,-4909530
2025/01/17,TX,投信,131,607513,234,1083991,-103,-476478,30055,139383068,5601,25975198,24454,113407870
2025/01/16,NQF,外資,962,1024660,883,940793,79,83867,76,82118,2001,2140212,-1925,-2058094
2025/01/17,TE,自營商,99,513387,137,709753,-38,-196366,13,67357,194,1004879,-181,-937522
2025/01/17,TE,投信,0,0,10,51720,-10,-51720,239,1237924,0,0,239,1237924
2025/01/17,TX,外資,75987,353512494,73140,340136842,2847,13375652,14223,65961427,46086,213740144,-31863,-147778717
2025/01/17,TE,外資,867,4483847,835,4317019,32,166827,346,1792142,581,3009348,-235,-1217206
2025/01/17,MTX,投信,24,27739,1,1159,23,26580,168,194779,19,22029,149,172750
2025/01/17,MTX,自營商,15598,18134172,15603,18130592,-5,3581,3739,4340355,11708,13581291,-7969,-9240936
2025/01/17,MTX,外資,137315,159711212,133846,155612476,3469,4098736,3420,3965584,2727,3161869,693,803715
2025/01/17,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/17,ZMX,自營商,13910,3241842,13226,3070905,684,170938,2575,597757,20001,4638968,-17426,-4041211
2025/01/17,ZMX,外資,66445,15469092,65202,15165840,1243,303252,1464,339585,845,195939,619,143646
2025/01/17,NQF,自營商,14,14924,44,47093,-30,-32169,5,5333,325,346613,-320,-341280
2025/01/17,NQF,投信,0,0,0,0,0,0,4,4266,0,0,4,4266
2025/01/20,TX,投信,273,1274565,345,1610585,-72,-336019,29833,139278344,5451,25448539,24382,113829805
2025/01/20,TX,自營商,6139,28644906,5128,23926847,1011,4718058,5565,25982781,5615,26216819,-50,-234038
2025/01/17,NQF,外資,1337,1434486,1792,1923062,-455,-488576,67,72239,2447,2610989,-2380,-2538750
2025/01/20,TE,自營商,40,209013,46,240480,-6,-31467,18,94237,205,1073117,-187,-978880
2025/01/20,TE,投信,0,0,0,0,0,0,239,1251069,0,0,239,1251069
2025/01/20,TX,外資,40513,188961229,43371,202292089,-2858,-13330860,14167,66140498,48888,228237589,-34721,-162097091
2025/01/20,TE,外資,405,2117534,345,1804162,60,313372,409,2140951,584,3057006,-175,-916055
2025/01/20,MTX,投信,7,8171,0,0,7,8171,172,200750,16,18674,156,182076
2025/01/20,ZMX,自營商,7945,1854785,5834,1360032,2111,494753,2666,622740,17961,4192559,-15295,-3569819
2025/01/20,MTX,自營商,6865,8006492,6463,7536411,402,470081,4255,4967344,11818,13791126,-7563,-8823782
2025/01/20,MTX,外資,74034,86324169,76997,89779799,-2963,-3455629,2475,2888932,4745,5538180,-2270,-2649248
2025/01/20,NQF,投信,0,0,0,0,0,0,4,4319,0,0,4,4319
2025/01/20,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/20,NQF,自營商,20,21555,52,56150,-32,-34595,5,5399,357,385506,-352,-380107
2025/01/20,NQF,外資,1530,1649530,1371,1478069,159,171461,68,74259,2289,2473216,-2221,-2398957
2025/01/20,ZMX,外資,37215,8678159,34676,8085574,2539,592585,3167,739363,9,2101,3158,737262
2025/01/21,TX,外資,44760,208809447,43804,204357224,956,4452223,15049,70312890,48744,227736209,-33695,-157423319
2025/01/21,TX,自營商,5624,26231988,6177,28824933,-553,-2592944,4878,22789056,5601,26168729,-723,-3379673
2025/01/21,TX,投信,225,1051027,127,592486,98,458541,29858,139502548,5378,25127092,24480,114375456
2025/01/21,TE,外資,376,1963883,396,2067939,-20,-104056,387,2020914,582,3039204,-195,-1018290
2025/01/21,TE,自營商,39,203565,40,208706,-1,-5141,22,114898,210,1096644,-188,-981746
2025/01/21,MTX,自營商,7996,9323705,7573,8828010,423,495695,4001,4673863,10621,12401349,-6620,-7727486
2025/01/21,MTX,外資,80030,93329056,76995,89786526,3035,3542530,3807,4447042,2778,3244885,1029,1202157
2025/01/21,TE,投信,0,0,32,167252,-32,-167252,207,1080954,0,0,207,1080954
2025/01/21,MTX,投信,0,0,8,9332,-8,-9332,168,196232,20,23361,148,172871
2025/01/21,ZMX,外資,38104,8890625,36451,8498817,1653,391808,2588,604730,497,116105,2091,488625
2025/01/21,ZMX,自營商,8204,1915027,8952,2085012,-748,-169985,2729,637972,18972,4431905,-16243,-3793933
2025/01/21,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/01/21,NQF,自營商,15,16232,10,10794,5,5437,2,2163,349,377356,-347,-375193
2025/01/21,NQF,投信,0,0,0,0,0,0,4,4325,0,0,4,4325
2025/01/21,NQF,外資,798,865072,811,878747,-13,-13676,70,76542,2304,2492676,-2234,-2416134
2025/01/22,TX,外資,47124,222122282,46027,216949740,1097,5172543,17476,82800149,49602,235001607,-32126,-152201458
2025/01/22,TX,自營商,7920,37387567,7919,37358519,1,29048,4831,22889281,5579,26434750,-748,-3545469
2025/01/22,TX,投信,291,1377690,263,1245418,28,132272,29747,140935337,5239,24821334,24508,116114003
2025/01/22,TE,自營商,41,217267,55,291380,-14,-74113,26,138086,210,1115280,-184,-977194
2025/01/22,MTX,外資,72461,85325554,67969,80035567,4492,5289986,8150,9653876,2698,3195691,5452,6458185
2025/01/22,TE,投信,0,0,0,0,0,0,207,1099336,0,0,207,1099336
2025/01/22,TE,外資,391,2070877,354,1876456,37,194422,424,2251779,582,3090886,-158,-839107
2025/01/22,MTX,自營商,9607,11331439,8742,10309884,865,1021556,4191,4968456,9742,11538017,-5551,-6569561
2025/01/22,MTX,投信,4,4732,1,1184,3,3548,171,202541,20,23689,151,178852
2025/01/22,ZMX,自營商,8816,2077741,5332,1256656,3484,821086,4463,1058185,16972,4020585,-12509,-2962400
2025/01/22,ZMX,外資,37816,8901514,29425,6927821,8391,1973692,2138,506587,491,116313,1647,390274
2025/01/22,NQF,外資,905,982878,787,854178,118,128700,85,93951,2201,2409840,-2116,-2315889
2025/01/22,NQF,投信,0,0,0,0,0,0,4,4377,0,0,4,4377
2025/01/22,NQF,自營商,20,21731,7,7620,13,14111,5,5471,339,370934,-334,-365463
2025/01/22,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/03,TX,自營商,12786,58226247,10904,49648001,1882,8578246,6526,29495847,5613,25370687,913,4125160
2025/02/03,TX,外資,58765,269541687,62293,285689917,-3528,-16148229,14961,67614689,51451,232520491,-36490,-164905802
2025/02/03,TX,投信,936,4233264,976,4418922,-40,-185658,30512,137889830,6044,27314045,24468,110575785
2025/02/03,TE,自營商,195,975845,55,275556,140,700289,65,324575,108,539295,-43,-214720
2025/02/03,TE,外資,604,3031116,777,3893265,-173,-862149,235,1173402,566,2826151,-331,-1652749
2025/02/03,TE,投信,13,64967,0,0,13,64967,220,1098504,0,0,220,1098504
2025/02/03,MTX,投信,4,4523,1,1130,3,3393,171,193196,17,19207,154,173989
2025/02/03,MTX,自營商,14707,16791114,17419,19858579,-2712,-3067465,3547,4010775,11089,12532174,-7542,-8521399
2025/02/03,MTX,外資,81436,93655557,91796,105484741,-10360,-11829184,1948,2201180,6254,7065842,-4306,-4864662
2025/02/03,ZMX,自營商,7816,1804795,25521,5841615,-17705,-4036819,1537,347554,31316,7078001,-29779,-6730447
2025/02/03,NQF,投信,0,0,0,0,0,0,4,4211,0,0,4,4211
2025/02/03,ZMX,外資,35063,8095914,50010,11495713,-14947,-3399799,1984,448353,1574,355960,410,92393
2025/02/03,NQF,自營商,26,27392,49,51906,-23,-24513,5,5264,362,381096,-357,-375832
2025/02/04,TX,自營商,7077,32290861,7778,35482223,-701,-3191362,6218,28389734,5999,27391541,219,998193
2025/02/03,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/03,NQF,外資,1233,1338166,1119,1207565,114,130600,83,88358,2085,2196657,-2002,-2108299
2025/02/04,TX,投信,643,2933083,436,1989936,207,943147,30681,140058765,6006,27417390,24675,112641375
2025/02/04,TX,外資,57984,264383397,55827,254594408,2157,9788989,14919,68108470,48984,223615973,-34065,-155507503
2025/02/04,TE,投信,0,0,0,0,0,0,220,1115268,0,0,220,1115268
2025/02/04,TE,自營商,58,293264,108,546435,-50,-253171,26,131822,119,603288,-93,-471466
2025/02/04,MTX,外資,91039,103756438,86167,98213645,4872,5542793,5576,6363976,4929,5625282,647,738694
2025/02/04,MTX,投信,1,1141,0,0,1,1141,171,195154,16,18260,155,176894
2025/02/04,MTX,自營商,10954,12494239,10422,11883132,532,611107,3059,3495471,10132,11566838,-7073,-8071367
2025/02/04,TE,外資,692,3503046,603,3052120,89,450926,260,1318044,502,2544839,-242,-1226795
2025/02/04,ZMX,自營商,14105,3216859,10377,2365723,3728,851137,1553,354957,27429,6262424,-25876,-5907467
2025/02/04,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/04,ZMX,外資,44495,10141164,37821,8620407,6674,1520757,1851,422519,532,121456,1319,301063
2025/02/04,NQF,外資,1535,1636909,1402,1494991,133,141917,105,113364,1974,2111232,-1869,-1997868
2025/02/04,NQF,自營商,67,71654,11,11693,56,59961,5,5344,306,327068,-301,-321724
2025/02/04,NQF,投信,0,0,0,0,0,0,4,4275,0,0,4,4275
2025/02/05,TX,自營商,8718,40354850,9731,45023671,-1013,-4668821,5627,26043906,6485,30014110,-858,-3970204
2025/02/05,TX,外資,44638,206249749,43828,202542153,810,3707596,17410,80565790,49218,227754535,-31808,-147188745
2025/02/05,TX,投信,797,3693073,506,2342722,291,1350350,30503,141149582,5537,25621914,24966,115527668
2025/02/05,TE,外資,481,2482482,484,2498485,-3,-16003,247,1272050,492,2533800,-245,-1261750
2025/02/05,TE,自營商,103,531777,94,484420,9,47357,63,324449,146,751899,-83,-427450
2025/02/05,MTX,自營商,12784,14790719,12834,14845304,-50,-54585,3907,4525928,10989,12715151,-7082,-8189223
2025/02/05,TE,投信,0,0,10,51727,-10,-51727,220,1133000,10,51500,210,1081500
2025/02/05,MTX,外資,71520,82574067,67084,77465471,4436,5108595,5159,5968766,4314,4990821,845,977945
2025/02/05,MTX,投信,2,2314,0,0,2,2314,171,197821,14,16196,157,181625
2025/02/05,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/05,ZMX,自營商,13350,3087073,7833,1811347,5517,1275726,1984,460014,21083,4878948,-19099,-4418934
2025/02/05,ZMX,外資,34922,8056832,26303,6069749,8619,1987083,2800,648138,487,112677,2313,535461
2025/02/05,NQF,自營商,72,77758,103,111394,-31,-33636,5,5394,337,363522,-332,-358128
2025/02/06,TX,投信,149,694364,426,1984405,-277,-1290040,30182,140617938,5493,25591887,24689,115026051
