日期,契約名稱,身份別,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額交易口數,多空淨額契約金額,多方未平倉口數,多方未平倉契約金額,空方未平倉口數,空方未平倉契約金額,多空淨額未平倉口數,多空淨額未平倉契約金額
2025/02/05,NQF,投信,0,0,0,0,0,0,4,4315,0,0,4,4315
2025/02/06,TX,自營商,4926,22924046,5409,25179674,-483,-2255628,5310,24745324,6632,30903731,-1322,-6158407
2025/02/05,NQF,外資,997,1075434,963,1038041,34,37393,105,114413,1940,2093922,-1835,-1979509
2025/02/06,TE,投信,4,20724,0,0,4,20724,224,1159872,10,51780,214,1108092
2025/02/06,TX,外資,34826,161964793,34274,159408666,552,2556127,18422,85831492,49418,230242848,-30996,-144411356
2025/02/06,TE,外資,319,1654119,326,1690932,-7,-36813,251,1299678,503,2604534,-252,-1304856
2025/02/06,MTX,投信,0,0,1,1165,-1,-1165,171,199172,15,17471,156,181701
2025/02/06,TE,自營商,30,155659,30,155486,0,173,65,336578,155,802600,-90,-466022
2025/02/06,MTX,外資,62924,73141796,61212,71155250,1712,1986546,5556,6471955,3646,4246927,1910,2225028
2025/02/06,MTX,自營商,7227,8407891,6682,7772575,545,635316,4347,5069713,10960,12767823,-6613,-7698110
2025/02/06,ZMX,自營商,6370,1482944,6255,1454332,115,28612,2347,547738,21331,4969883,-18984,-4422145
2025/02/06,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/06,NQF,自營商,93,100829,83,89916,10,10913,0,0,322,351753,-322,-351753
2025/02/07,TX,自營商,4026,18821955,4995,23347635,-969,-4525681,4791,22454725,7059,33079595,-2268,-10624870
2025/02/06,NQF,外資,1062,1149393,955,1032287,107,117106,107,117988,1835,2005780,-1728,-1887792
2025/02/06,NQF,投信,0,0,0,0,0,0,4,4370,0,0,4,4370
2025/02/07,TX,投信,166,777900,236,1105598,-70,-327698,30069,140891306,5450,25536520,24619,115354786
2025/02/07,TE,自營商,33,171934,30,156691,3,15243,79,413241,166,868310,-87,-455069
2025/02/07,TX,外資,30661,143150933,29699,138674963,962,4475970,19299,90430421,49161,230352149,-29862,-139921728
2025/02/07,TE,投信,0,0,0,0,0,0,224,1171654,10,52306,214,1119348
2025/02/07,TE,外資,264,1377420,246,1283530,18,93890,264,1380878,498,2604839,-234,-1223961
2025/02/07,MTX,外資,54088,63118127,52567,61340228,1521,1777899,6885,8065526,3095,3625542,3790,4439984
2025/02/07,MTX,自營商,7104,8301846,6363,7434330,741,867516,5611,6579546,11627,13620733,-6016,-7041187
2025/02/07,MTX,投信,5,5846,5,5858,0,-12,170,199138,14,16400,156,182738
2025/02/07,ZMX,外資,28496,6650644,24418,5695856,4078,954788,2085,488542,487,114094,1598,374448
2025/02/07,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/07,ZMX,自營商,9478,2214813,4336,1012307,5142,1202505,3546,831967,17128,4012952,-13582,-3180985
2025/02/07,NQF,外資,987,1076715,1019,1111345,-32,-34629,105,116032,1865,2041044,-1760,-1925012
2025/02/07,NQF,自營商,87,95010,89,97271,-2,-2262,0,0,324,354375,-324,-354375
2025/02/07,NQF,投信,23,25163,0,0,23,25163,27,29531,0,0,27,29531
2025/02/10,TX,自營商,9612,44778276,7513,35013118,2099,9765158,6472,30083537,6642,30872278,-170,-788741
2025/02/10,TX,投信,191,886985,792,3682088,-601,-2795102,29654,137808069,5636,26191619,24018,111616450
2025/02/10,TX,外資,50897,237342076,51709,241106997,-812,-3764922,17762,82547054,48723,226430426,-30961,-143883372
2025/02/10,TE,投信,0,0,2,10317,-2,-10317,222,1145653,10,51606,212,1094047
2025/02/10,TE,自營商,65,336162,51,264704,14,71459,71,366427,145,748327,-74,-381900
2025/02/10,TE,外資,495,2562861,522,2701935,-27,-139074,238,1228223,499,2575139,-261,-1346916
2025/02/10,MTX,自營商,11536,13448637,12767,14878309,-1231,-1429672,3214,3739653,10457,12151144,-7243,-8411491
2025/02/10,MTX,外資,84845,98943918,87363,101878254,-2518,-2934336,4775,5547811,4105,4769478,670,778333
2025/02/10,MTX,投信,0,0,2,2323,-2,-2323,170,197506,16,18589,154,178917
2025/02/10,ZMX,自營商,10556,2462671,16945,3951272,-6389,-1488601,2106,490458,22077,5130594,-19971,-4640136
2025/02/10,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/10,NQF,投信,23,24985,0,0,23,24985,50,54325,0,0,50,54325
2025/02/10,NQF,自營商,87,94569,46,50027,41,44543,0,0,283,307480,-283,-307480
2025/02/10,NQF,外資,1081,1177132,1187,1291407,-106,-114275,98,107602,1964,2135034,-1866,-2027432
2025/02/11,TX,投信,149,697341,374,1745428,-225,-1048087,29370,137064228,5577,26026744,23793,111037484
2025/02/11,TX,自營商,6529,30540039,6410,29987614,119,552426,6660,31088594,6715,31342411,-55,-253817
2025/02/11,TE,自營商,62,322666,33,171971,29,150695,82,425391,126,653652,-44,-228261
2025/02/10,ZMX,外資,39303,9172691,47997,11195987,-8694,-2023296,2145,498450,491,114089,1654,384361
2025/02/11,TX,外資,34569,161684025,35192,164594328,-623,-2910304,18347,85625521,49686,231880441,-31339,-146254920
2025/02/11,TE,投信,10,52155,0,0,10,52155,222,1151603,0,0,222,1151603
2025/02/11,MTX,投信,1,1167,0,0,1,1167,170,198339,15,17501,155,180838
2025/02/11,TE,外資,370,1925365,404,2102083,-34,-176718,239,1239789,534,2770072,-295,-1530283
2025/02/11,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/11,MTX,外資,60341,70551040,58947,68923241,1394,1627799,6436,7509156,4327,5048476,2109,2460680
2025/02/11,MTX,自營商,9299,10876792,8938,10450629,361,426163,4267,4984850,11132,12988918,-6865,-8004068
2025/02/11,ZMX,外資,28730,6717086,22831,5338070,5899,1379016,2915,680445,487,113637,2428,566808
2025/02/11,ZMX,自營商,8269,1936258,7734,1808140,535,128117,2748,642430,22189,5178059,-19441,-4535629
2025/02/11,NQF,自營商,11,12011,32,34903,-21,-22892,0,0,304,331512,-304,-331512
2025/02/11,NQF,投信,0,0,46,50116,-46,-50116,4,4362,0,0,4,4362
2025/02/12,TX,投信,1181,5510820,327,1525282,854,3985538,30225,140915595,5578,26005752,24647,114909843
2025/02/12,TX,自營商,8209,38385999,8216,38440222,-7,-54223,6529,30446954,6581,30687698,-52,-240744
2025/02/11,NQF,外資,714,779366,511,557646,203,221720,132,145453,1795,1958918,-1663,-1813465
2025/02/12,TE,自營商,39,202983,36,187364,3,15619,82,424046,128,661926,-46,-237880
2025/02/12,TX,外資,37500,175329481,37383,174796844,117,532637,19289,89933506,50503,235462929,-31214,-145529423
2025/02/12,TE,投信,0,0,0,0,0,0,222,1148006,0,0,222,1148006
2025/02/12,MTX,自營商,11940,13961091,11310,13220686,630,740405,3837,4478261,10101,11774762,-6264,-7296501
2025/02/12,MTX,投信,0,0,0,0,0,0,170,198144,15,17483,155,180661
2025/02/12,MTX,外資,66359,77555015,65492,76543951,867,1011064,7215,8409854,4271,4978162,2944,3431692
2025/02/12,TE,外資,399,2076264,404,2101455,-5,-25192,276,1427251,576,2978611,-300,-1551360
2025/02/12,ZMX,外資,29637,6928409,29085,6794715,552,133694,3467,808444,487,113525,2980,694919
2025/02/12,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/12,NQF,自營商,21,22915,39,42469,-18,-19554,0,0,322,350964,-322,-350964
2025/02/12,ZMX,自營商,13570,3177728,12520,2924205,1050,253523,3383,790010,21774,5076334,-18391,-4286324
2025/02/12,NQF,外資,615,670666,677,737713,-62,-67047,144,158642,1869,2038733,-1725,-1880091
2025/02/12,NQF,投信,16,17437,0,0,16,17437,20,21799,0,0,20,21799
2025/02/13,TE,自營商,83,428913,27,139415,56,289497,133,686689,123,635073,10,51616
2025/02/13,TX,自營商,6969,32530312,7113,33207578,-144,-677266,5940,27807121,6143,28756157,-203,-949036
2025/02/13,TX,外資,45464,212113960,45903,214187761,-439,-2073801,20320,95108294,51784,242369292,-31464,-147260998
2025/02/13,TX,投信,213,997631,311,1455779,-98,-458149,30125,140992405,5576,26096795,24549,114895610
2025/02/13,TE,外資,387,1997805,506,2612944,-119,-615139,278,1435314,697,3598611,-419,-2163297
2025/02/13,TE,投信,0,0,0,0,0,0,222,1146186,0,0,222,1146186
2025/02/13,MTX,外資,82533,96244797,80999,94458155,1534,1786642,8848,10353271,3945,4615902,4903,5737369
2025/02/13,MTX,投信,124,145354,130,152215,-6,-6860,164,192043,15,17551,149,174492
2025/02/13,MTX,自營商,13652,15932098,13958,16283123,-306,-351025,3449,4040739,10008,11710597,-6559,-7669858
2025/02/13,ZMX,外資,39325,9173412,34808,8114175,4517,1059238,2082,487281,490,114665,1592,372616
2025/02/13,ZMX,自營商,13297,3105244,15714,3659757,-2417,-554513,2715,636558,23438,5485373,-20723,-4848815
2025/02/13,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/13,NQF,投信,0,0,0,0,0,0,20,21912,0,0,20,21912
2025/02/13,NQF,自營商,108,117531,84,91343,24,26188,0,0,298,326489,-298,-326489
2025/02/14,TX,自營商,10518,48885552,9449,43902586,1069,4982966,8556,39682077,7616,35316343,940,4365734
2025/02/13,NQF,外資,1251,1359177,1290,1400801,-39,-41624,151,167261,1915,2099679,-1764,-1932418
2025/02/14,TX,投信,941,4361159,590,2735208,351,1625951,30534,141557612,5634,26119504,24900,115438108
2025/02/14,TE,自營商,110,561211,84,428829,26,132382,153,779162,118,600987,35,178175
2025/02/14,TE,投信,0,0,0,0,0,0,222,1130513,0,0,222,1130513
2025/02/14,TX,外資,54064,251294534,57468,267161424,-3404,-15866890,20681,95893044,55988,259594419,-35307,-163701375
2025/02/14,MTX,投信,0,0,0,0,0,0,164,190200,15,17385,149,172815
2025/02/14,TE,外資,425,2169722,462,2358775,-37,-189053,285,1451779,741,3773838,-456,-2322059
2025/02/14,ZMX,自營商,9549,2222712,23735,5518054,-14186,-3295342,1454,337770,36353,8428453,-34899,-8090683
2025/02/14,MTX,自營商,15280,17761336,18081,21021657,-2801,-3260321,2301,2670983,11959,13866942,-9658,-11195959
2025/02/14,MTX,外資,82718,96181208,88422,102818624,-5704,-6637416,5619,6512872,6268,7265288,-649,-752416
2025/02/14,ZMX,外資,32374,7533482,40536,9431013,-8162,-1897531,2027,469899,577,133751,1450,336148
2025/02/14,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/14,NQF,投信,0,0,0,0,0,0,20,22133,0,0,20,22133
2025/02/17,TX,自營商,14767,69169330,17302,81028299,-2535,-11858969,4986,23440245,6366,29931050,-1380,-6490805
2025/02/14,NQF,外資,1665,1830045,1173,1288417,492,541628,156,174449,1428,1581700,-1272,-1407251
2025/02/17,TX,投信,19852,93191104,20686,97086802,-834,-3895698,29663,139503212,5597,26322186,24066,113181026
2025/02/14,NQF,自營商,141,155514,89,97684,52,57830,0,0,246,272236,-246,-272236
2025/02/17,TX,外資,81683,382010024,76325,357031327,5358,24978697,24347,114500239,53831,253144161,-29484,-138643922
2025/02/17,TE,自營商,155,799079,99,511337,56,287742,238,1231555,147,760876,91,470679
2025/02/17,TE,投信,165,854658,163,843644,2,11015,224,1159599,0,0,224,1159599
2025/02/17,TE,外資,639,3298002,670,3458518,-31,-160516,264,1366562,751,3886959,-487,-2520397
2025/02/17,MTX,投信,26,30548,24,28199,2,2349,164,192850,13,15289,151,177561
2025/02/17,MTX,自營商,19619,22930844,15592,18205213,4027,4725630,4761,5597973,11176,13130698,-6415,-7532725
2025/02/17,MTX,外資,77433,90241078,70037,81616973,7396,8624105,11241,13212376,3939,4629617,7302,8582759
2025/02/17,ZMX,自營商,28363,6629777,6734,1568187,21629,5061590,5008,1178131,18658,4385690,-13650,-3207559
2025/02/17,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/17,NQF,自營商,13,14452,17,18897,-4,-4446,0,0,250,278563,-250,-278563
2025/02/17,ZMX,外資,38516,8968987,26227,6100869,12289,2868118,2151,505659,487,114474,1664,391185
2025/02/17,NQF,投信,0,0,0,0,0,0,20,22285,0,0,20,22285
2025/02/18,TX,自營商,9320,43943812,9162,43194564,158,749248,4945,23381303,6359,30072941,-1414,-6691638
2025/02/18,TX,外資,50433,237645398,49861,234998852,572,2646546,26481,125254374,55393,261999646,-28912,-136745272
2025/02/18,TX,投信,14323,67563930,14852,70037651,-529,-2473720,29102,137663933,5565,26324563,23537,111339370
2025/02/18,TE,自營商,225,1171672,236,1228473,-11,-56802,230,1201633,150,783867,80,417766
2025/02/17,NQF,外資,758,840482,714,791249,44,49232,154,173391,1382,1541060,-1228,-1367669
2025/02/18,TE,外資,470,2445457,467,2430229,3,15228,274,1431933,758,3961256,-484,-2529323
2025/02/18,TE,投信,58,302553,60,312973,-2,-10420,222,1160480,0,0,222,1160480
2025/02/18,MTX,自營商,10373,12216718,9443,11122265,930,1094453,5065,5990012,9809,11590836,-4744,-5600824
2025/02/18,MTX,外資,40564,47742600,40295,47430732,269,311868,11354,13423935,3783,4472553,7571,8951382
2025/02/18,MTX,投信,21,24842,25,29569,-4,-4726,158,186849,11,13009,147,173840
2025/02/18,ZMX,外資,14870,3500742,14044,3305632,826,195110,2977,704002,487,115151,2490,588851
2025/02/18,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/18,ZMX,自營商,7723,1819700,5690,1339633,2033,480066,7628,1804771,19110,4518664,-11482,-2713893
2025/02/18,NQF,自營商,1,1114,36,40058,-35,-38944,0,0,285,317362,-285,-317362
2025/02/18,NQF,投信,0,0,0,0,0,0,20,22271,0,0,20,22271
2025/02/19,TX,自營商,11539,54511298,11750,55512156,-211,-1000858,2781,13125601,5330,25162997,-2549,-12037396
2025/02/19,TX,投信,249,1176549,814,3844282,-565,-2667733,28611,135101142,5639,26627358,22972,108473784
2025/02/19,TX,外資,48975,231403993,47213,223077597,1762,8326396,22762,107482344,47513,224343563,-24751,-116861219
2025/02/19,TE,自營商,165,860966,160,834840,5,26126,51,265322,82,426597,-31,-161275
2025/02/19,TE,投信,1,5220,3,15623,-2,-10403,220,1144528,0,0,220,1144528
2025/02/19,MTX,自營商,14540,17173001,15013,17729549,-473,-556548,2546,3005989,8056,9501977,-5510,-6495988
2025/02/19,MTX,投信,4,4722,9,10622,-5,-5900,158,186519,16,18888,142,167631
2025/02/19,TE,外資,471,2457109,475,2477386,-4,-20277,251,1305802,605,3147452,-354,-1841650
2025/02/19,ZMX,自營商,8836,2088118,12066,2848701,-3230,-760584,6723,1587821,2052,484447,4671,1103374
2025/02/19,MTX,外資,57162,67516239,58273,68825157,-1111,-1308917,3997,4718506,3262,3850829,735,867677
2025/02/19,NQF,自營商,63,70051,16,17808,47,52244,0,0,238,264918,-238,-264918
2025/02/18,NQF,外資,152,169166,331,368431,-179,-199265,161,181159,1568,1747318,-1407,-1566159
2025/02/19,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/19,ZMX,外資,20009,4727560,22612,5340910,-2603,-613351,473,111691,1,236,472,111455
2025/02/19,NQF,投信,0,0,0,0,0,0,20,22262,0,0,20,22262
2025/02/20,TX,自營商,6644,31216297,6156,28936204,488,2280093,3285,15458826,5352,25189385,-2067,-9730559
2025/02/20,TX,投信,1129,5314529,180,846812,949,4467717,29625,139450800,5704,26849869,23921,112600931
2025/02/20,TX,外資,38068,179021668,37599,176809853,469,2211815,22965,108100957,47498,223568470,-24533,-115467513
2025/02/20,TE,自營商,73,377935,63,327159,10,50776,39,201997,67,347020,-28,-145023
2025/02/19,NQF,外資,670,745579,715,794993,-45,-49414,153,172136,1605,1787670,-1452,-1615534
2025/02/20,TE,投信,0,0,2,10359,-2,-10359,218,1129109,0,0,218,1129109
2025/02/20,TE,外資,553,2860629,573,2963705,-20,-103076,261,1351823,635,3288919,-374,-1937096
2025/02/20,MTX,外資,61677,72511131,65390,76879028,-3713,-4367897,3212,3779956,5837,6869023,-2625,-3089067
2025/02/20,MTX,自營商,10172,11955892,11281,13252496,-1109,-1296604,3278,3859434,9815,11542922,-6537,-7683488
2025/02/20,ZMX,自營商,11599,2727600,16209,3805384,-4610,-1077785,4359,1026675,4588,1079804,-229,-53129
2025/02/20,ZMX,外資,23815,5602795,27597,6491569,-3782,-888774,152,35777,107,25201,45,10576
2025/02/20,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/20,MTX,投信,0,0,1,1177,-1,-1177,158,185934,17,20006,141,165928
2025/02/21,TX,自營商,6312,29815115,7060,33382845,-748,-3567730,2771,13154362,5646,26805833,-2875,-13651471
2025/02/20,NQF,自營商,37,41031,43,47739,-6,-6708,0,0,244,270718,-244,-270718
2025/02/20,NQF,外資,530,589199,624,693125,-94,-103926,172,192866,1718,1907150,-1546,-1714284
2025/02/20,NQF,投信,0,0,0,0,0,0,20,22190,0,0,20,22190
2025/02/21,TX,外資,39870,188275549,40870,192973846,-1000,-4698297,22973,109089698,48228,228999586,-25255,-119909888
2025/02/21,TX,投信,1057,5016788,338,1604686,719,3412102,30265,143716379,5625,26710875,24640,117005504
2025/02/21,TE,自營商,68,354375,37,192618,31,161757,81,423965,78,408268,3,15697
2025/02/21,TE,外資,395,2059444,392,2043314,3,16131,277,1449873,648,3391762,-371,-1941889
2025/02/21,MTX,自營商,10290,12158394,8063,9524618,2227,2633776,4533,5383526,8575,10170868,-4042,-4787342
2025/02/21,TE,投信,0,0,30,156913,-30,-156913,188,984030,0,0,188,984030
2025/02/21,MTX,投信,3,3561,0,0,3,3561,158,187570,14,16620,144,170950
2025/02/21,MTX,外資,71221,84053956,67945,80156411,3276,3897545,4509,5352971,3649,4331926,860,1021045
2025/02/21,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/21,ZMX,自營商,18918,4473849,8902,2096455,10016,2377394,11060,2626772,1413,335481,9647,2291291
2025/02/21,NQF,自營商,72,79616,59,65243,13,14373,0,0,231,255833,-231,-255833
2025/02/21,ZMX,外資,31117,7344535,24414,5757839,6703,1586696,148,35140,5,1187,143,33953
2025/02/21,NQF,外資,911,1007842,1299,1437210,-388,-429369,168,187908,2102,2329189,-1934,-2141281
2025/02/21,NQF,投信,0,0,0,0,0,0,20,22150,0,0,20,22150
2025/02/24,TX,自營商,7240,34100982,5760,27142222,1480,6958760,3974,18719572,5393,25405159,-1419,-6685587
2025/02/24,TE,自營商,27,139497,61,315169,-34,-175672,43,222566,74,383016,-31,-160450
2025/02/24,TX,外資,39786,187576636,42833,201900151,-3047,-14323514,18917,89122215,50596,238353164,-31679,-149230949
2025/02/24,MTX,自營商,7873,9275250,9316,10972992,-1443,-1697741,4271,5031968,9662,11372280,-5391,-6340312
2025/02/24,TE,投信,0,0,2,10351,-2,-10351,186,962699,0,0,186,962699
2025/02/24,TX,投信,118,555742,1450,6826088,-1332,-6270346,29059,136902761,5751,27094111,23308,109808650
2025/02/24,MTX,投信,0,0,1,1178,-1,-1178,158,186092,15,17667,143,168425
2025/02/24,MTX,外資,64931,76539202,76945,90700758,-12014,-14161556,2775,3268420,3293,3878850,-518,-610430
2025/02/24,TE,外資,364,1881954,339,1753037,25,128917,265,1371587,611,3162414,-346,-1790827
2025/02/24,ZMX,自營商,6792,1601516,15815,3727642,-9023,-2126126,5107,1203761,4473,1053803,634,149958
2025/02/24,ZMX,外資,26017,6136128,40408,9527585,-14391,-3391457,147,34627,35,8257,112,26370
2025/02/24,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/24,NQF,外資,1609,1770315,1780,1957114,-171,-186799,164,180835,2269,2476437,-2105,-2295602
2025/02/24,NQF,自營商,55,59964,94,102448,-39,-42484,0,0,270,294503,-270,-294503
2025/02/24,NQF,投信,0,0,0,0,0,0,20,21815,0,0,20,21815
2025/02/25,TE,投信,0,0,0,0,0,0,186,948265,0,0,186,948265
2025/02/25,TX,投信,482,2245314,749,3489155,-267,-1243842,28893,134612487,5852,27264468,23041,107348019
2025/02/25,TE,自營商,29,147949,73,371692,-44,-223743,18,91774,93,474139,-75,-382365
2025/02/25,TX,自營商,9519,44351007,8772,40884854,747,3466153,4471,20830766,5190,24179284,-719,-3348518
2025/02/25,TX,外資,49740,231942345,51893,241992379,-2153,-10050034,17957,83662578,53289,248261612,-35332,-164599034
2025/02/25,TE,外資,558,2842143,526,2681081,32,161063,206,1050229,520,2651064,-314,-1600835
2025/02/25,MTX,投信,0,0,0,0,0,0,158,184031,15,17471,143,166560
2025/02/25,MTX,自營商,10319,12025466,10978,12797807,-659,-772341,4699,5475055,10591,12331495,-5892,-6856440
2025/02/25,ZMX,自營商,10872,2536240,21934,5113203,-11062,-2576963,2392,557723,12670,2951783,-10278,-2394060
2025/02/25,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/25,MTX,外資,83179,97018421,88971,103786501,-5792,-6768079,1989,2316728,3567,4155151,-1578,-1838423
2025/02/25,NQF,外資,1159,1253142,1442,1557732,-283,-304590,161,174553,2549,2735871,-2388,-2561318
2025/02/25,NQF,自營商,80,86291,78,83958,2,2333,0,0,268,287430,-268,-287430
2025/02/25,ZMX,外資,32705,7634344,39786,9287527,-7081,-1653183,147,34244,776,180933,-629,-146689
2025/02/25,NQF,投信,0,0,0,0,0,0,20,21450,0,0,20,21450
2025/02/26,TX,投信,679,3179540,188,880146,491,2299394,29275,137106535,5743,26896766,23532,110209769
2025/02/26,TX,自營商,9363,43480479,9523,44277488,-160,-797009,4122,19305563,5132,24032013,-1010,-4726450
2025/02/26,TX,外資,56133,260778809,55812,259230297,321,1548512,18945,88728331,53958,252696379,-35013,-163968048
2025/02/26,TE,投信,0,0,0,0,0,0,186,954701,0,0,186,954701
2025/02/26,TE,自營商,50,254346,54,274095,-4,-19750,13,66731,102,523550,-89,-456819
2025/02/26,TE,外資,566,2881717,600,3054929,-34,-173212,158,810982,506,2597197,-348,-1786215
2025/02/26,ZMX,自營商,20032,4663740,14467,3352560,5565,1311180,8579,2009443,12467,2919729,-3888,-910286
2025/02/26,MTX,投信,2,2342,0,0,2,2342,158,184994,13,15221,145,169773
2025/02/26,MTX,自營商,12126,14090833,10813,12559576,1313,1531257,4009,4695022,8099,9476460,-4090,-4781438
2025/02/26,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/26,MTX,外資,93096,108109081,92963,107907265,133,201816,3870,4531250,5307,6214339,-1437,-1683089
2025/02/26,NQF,投信,0,0,0,0,0,0,20,21293,0,0,20,21293
2025/02/26,ZMX,外資,39566,9189330,38379,8904883,1187,284448,1138,266485,580,135958,558,130527
2025/02/27,TX,自營商,8104,37755213,7483,34873063,621,2882150,4259,19754238,4744,22000932,-485,-2246694
2025/02/27,TE,自營商,50,254757,62,317115,-12,-62358,16,81057,117,592703,-101,-511646
2025/02/27,TX,投信,1397,6474416,171,793636,1226,5680780,30626,142037263,5868,27214610,24758,114822653
2025/02/26,NQF,自營商,144,153264,130,138165,14,15099,0,0,254,270421,-254,-270421
2025/02/26,NQF,外資,1596,1696074,2235,2374184,-639,-678110,162,174305,3189,3397860,-3027,-3223555
2025/02/27,TE,投信,0,0,1,5082,-1,-5082,185,937173,0,0,185,937173
2025/02/27,TX,外資,55539,259169449,56952,265753851,-1413,-6584402,15670,72675571,52389,242962059,-36719,-170286488
2025/02/27,TE,外資,564,2882380,525,2678221,39,204159,244,1236055,553,2801387,-309,-1565332
2025/02/27,MTX,投信,2,2342,4,4638,-2,-2296,157,182034,16,18551,141,163483
2025/02/27,MTX,外資,97739,114120468,100202,116971897,-2463,-2851429,496,575087,4233,4908804,-3737,-4333717
2025/02/27,MTX,自營商,10795,12596970,13791,16079760,-2996,-3482789,3338,3872222,9943,11524930,-6605,-7652708
2025/02/27,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/02/27,ZMX,自營商,15861,3715082,22365,5210719,-6504,-1495636,899,208847,11776,2731390,-10877,-2522543
2025/02/27,ZMX,外資,40112,9380982,45664,10664491,-5552,-1283509,147,34088,96,22317,51,11771
2025/02/27,NQF,投信,0,0,0,0,0,0,20,21269,0,0,20,21269
2025/02/27,NQF,外資,1595,1697812,1645,1749771,-50,-51959,166,178371,3243,3451708,-3077,-3273337
2025/02/27,NQF,自營商,177,187990,223,236574,-46,-48584,0,0,300,319035,-300,-319035
2025/03/03,TX,自營商,14373,65503754,12319,56192484,2054,9311270,6299,28630450,4795,21794414,1504,6836036
2025/03/03,TX,投信,1745,7932236,195,885896,1550,7046340,32299,146792495,5991,27227897,26308,119564598
2025/03/03,TE,自營商,74,365716,45,222660,29,143056,37,182363,109,537222,-72,-354859
2025/03/03,TE,投信,0,0,0,0,0,0,185,911791,0,0,185,911791
2025/03/03,MTX,投信,0,0,4,4528,-4,-4528,153,173839,16,18179,137,155660
2025/03/03,TX,外資,68001,310877289,75472,344830066,-7471,-33952777,13402,60911158,59957,272487733,-46555,-211576575
2025/03/03,MTX,自營商,15525,17728878,16965,19358491,-1440,-1629613,5113,5812618,13212,15011445,-8099,-9198827
2025/03/03,TE,外資,494,2448278,591,2927333,-97,-479055,216,1064578,622,3065589,-406,-2001011
2025/03/03,ZMX,自營商,15391,3531586,30732,7031901,-15341,-3500315,1387,315178,26035,5917465,-24648,-5602287
2025/03/03,NQF,自營商,258,271519,248,261552,10,9967,0,0,290,304616,-290,-304616
2025/03/03,ZMX,外資,48440,11107696,55765,12771476,-7325,-1663780,147,33404,991,225451,-844,-192047
2025/03/03,MTX,外資,108891,124647589,119402,136637355,-10511,-11989765,891,1012454,6965,7914645,-6074,-6902191
2025/03/03,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/03,NQF,投信,0,0,0,0,0,0,20,21008,0,0,20,21008
2025/03/03,NQF,外資,2451,2592429,2337,2467235,114,125194,193,204927,3156,3317882,-2963,-3112955
2025/03/04,TX,自營商,14216,63915880,14936,67243556,-720,-3327676,6258,28273778,5071,22909435,1187,5364343
2025/03/04,TX,投信,968,4374031,133,596921,835,3777110,33062,149360891,5919,26739674,27143,122621217
2025/03/04,TE,自營商,115,559720,91,442569,24,117151,39,190798,87,425614,-48,-234816
2025/03/04,TX,外資,86613,389727538,84081,378387285,2532,11340253,14069,63560308,58092,262430915,-44023,-198870607
2025/03/04,TE,投信,0,0,0,0,0,0,185,905020,0,0,185,905020
2025/03/04,MTX,自營商,18717,21040011,17173,19320574,1544,1719438,3836,4335325,12292,13880830,-8456,-9545505
2025/03/04,MTX,投信,1,1130,0,0,1,1130,153,172798,15,16941,138,155857
2025/03/04,TE,外資,898,4370255,942,4584525,-44,-214270,187,914804,637,3116204,-450,-2201400
2025/03/04,ZMX,自營商,22985,5172577,20186,4542543,2799,630034,1336,301886,21740,4911855,-20404,-4609969
2025/03/04,MTX,外資,136052,153093810,133936,150712165,2116,2381645,2339,2641788,6297,7112888,-3958,-4471100
2025/03/04,ZMX,外資,64339,14485125,62306,14019130,2033,465995,2377,536917,1188,268656,1189,268261
2025/03/05,TX,自營商,12002,54447152,13918,63238502,-1916,-8791350,5736,26266328,6480,29667115,-744,-3400787
2025/03/04,NQF,外資,2824,2932416,2653,2757234,171,175183,212,220529,3004,3095273,-2792,-2874744
2025/03/04,NQF,投信,0,0,0,0,0,0,20,20578,0,0,20,20578
2025/03/04,NQF,自營商,311,323608,309,321096,2,2512,0,0,288,296323,-288,-296323
2025/03/04,ZMX,投信,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/05,TX,投信,442,2023442,50,229059,392,1794382,33324,152570602,5789,26504358,27535,126066244
2025/03/05,TX,外資,80984,367053120,78186,354287795,2798,12765325,15016,68751506,55930,256064839,-40914,-187313333
2025/03/05,TE,投信,0,0,0,0,0,0,185,920819,0,0,185,920819
